id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,utm_x,utm_y
001027-073567-00543-X,"הרצל 52, דימונה",דימונה,הרצל,52,,,exact,202833.25,553087.01,,
001027-073567-00544-X,"הרצל 56, דימונה",דימונה,הרצל,56,,,exact,202874.86,553079.84,,
001027-073567-00545-X,"הרצל 97, דימונה",דימונה,הרצל,97,,,exact,202634.77,552886.94,,
001027-073567-00546-X,"הרצל 89, דימונה",דימונה,הרצל,89,,,exact,202705.43,552893.95,,
001027-073567-00547-X,"הרצל 95, דימונה",דימונה,הרצל,95,,,exact,202649.79,552893.07,,
001027-073567-00548-X,"הרצל 91, דימונה",דימונה,הרצל,91,,,exact,202678.84,552897.31,,
001027-073567-00549-X,"הרצל 93, דימונה",דימונה,הרצל,93,,,exact,202663.81,552886.99,,
001027-073567-00550-X,"הרצל 85, דימונה",דימונה,הרצל,85,,,exact,202734.26,552900.18,,
001027-073567-00551-X,"הרצל 107, דימונה",דימונה,הרצל,107,,,exact,202527.34,552856.87,,
001027-073567-00552-X,"הרצל 105, דימונה",דימונה,הרצל,105,,,exact,202544.86,552823.58,,
001027-073567-00553-X,"הרצל 83, דימונה",דימונה,הרצל,83,,,exact,202749.29,552904.96,,
001027-073567-00554-X,"הרצל 87, דימונה",דימונה,הרצל,87,,,exact,202717.37,552902.26,,
001027-073567-00555-X,"השבלים השיבולים 13, דימונה",דימונה,השבלים,השיבולים 13,,,exact,202832.14,552439.49,,
001027-073567-00556-X,"השבלים השיבולים 81, דימונה",דימונה,השבלים,השיבולים 81,,,exact,202457.83,552438.19,,
001027-073567-00557-X,"השבלים השיבולים 4, דימונה",דימונה,השבלים,השיבולים 4,,,exact,202854.89,552481.99,,
001027-073567-00558-X,"השבלים השיבולים 10, דימונה",דימונה,השבלים,השיבולים 10,,,exact,202785.53,552501.73,,
001027-073567-00559-X,"השבלים השיבולים 58, דימונה",דימונה,השבלים,השיבולים 58,,,exact,202573.35,552492.01,,
001027-073567-00560-X,"השבלים השיבולים 69, דימונה",דימונה,השבלים,השיבולים 69,,,exact,202543.33,552455.08,,
001027-073567-00561-X,"השבלים השיבולים 49, דימונה",דימונה,השבלים,השיבולים 49,,,exact,202677.36,552480.58,,
001027-073567-00562-X,"השבלים השיבולים 78, דימונה",דימונה,השבלים,השיבולים 78,,,exact,202444.55,552458.88,,
001027-073567-00563-X,"השבלים השיבולים 62, דימונה",דימונה,השבלים,השיבולים 62,,,exact,202548.82,552487.81,,
001027-073567-00564-X,"השבלים השיבולים 72, דימונה",דימונה,השבלים,השיבולים 72,,,exact,202494.62,552473.83,,
001027-073567-00565-X,"השבלים השיבולים 66, דימונה",דימונה,השבלים,השיבולים 66,,,exact,202524.22,552486.66,,
001027-073567-00566-X,"השיטה 48, דימונה",דימונה,השיטה,48,,,none,,,,
001027-073567-00567-X,"השיטה 47, דימונה",דימונה,השיטה,47,,,none,,,,
001027-073567-00568-X,"השיטה 45, דימונה",דימונה,השיטה,45,,,none,,,,
001027-073567-00569-X,"השיטה 24, דימונה",דימונה,השיטה,24,,,street,202892.49,552614.20,,
001027-073567-00570-X,"השיריון השריון 87, דימונה",דימונה,השיריון,השריון 87,,,exact,202777.44,553873.96,,
001027-073567-00571-X,"השיריון השריון 86, דימונה",דימונה,השיריון,השריון 86,,,exact,202802.72,553876.25,,
001027-073567-00572-X,"השיריון השריון 84, דימונה",דימונה,השיריון,השריון 84,,,exact,202752.42,553902.59,,
001027-073567-00573-X,"השיריון השריון 83, דימונה",דימונה,השיריון,השריון 83,,,exact,202737.92,553868.78,,
001027-073567-00574-X,"השלוה השלווה 18, דימונה",דימונה,השלוה,השלווה 18,,,exact,203646.37,553723.05,,
001027-073567-00575-X,"השלוה השלווה 6, דימונה",דימונה,השלוה,השלווה 6,,,exact,203635.79,553509.66,,
001027-073567-00576-X,"השלוה השלווה 2, דימונה",דימונה,השלוה,השלווה 2,,,exact,203655.11,553450.59,,
001027-073567-00577-X,"השלוה השלווה 8, דימונה",דימונה,השלוה,השלווה 8,,,exact,203636.91,553547.14,,
001027-073567-00578-X,"השלום 9, דימונה",דימונה,השלום,9,,,exact,203324.72,553554.51,,
001027-073567-00579-X,"השלום 32, דימונה",דימונה,השלום,32,,,exact,203492.95,553585.78,,
001027-073567-00580-X,"השלום 12, דימונה",דימונה,השלום,12,,,exact,203346.84,553533.91,,
001027-073567-00581-X,"השלום 23, דימונה",דימונה,השלום,23,,,exact,203359.67,553583.81,,
001027-073567-00582-X,"השלום 22, דימונה",דימונה,השלום,22,,,exact,203375.45,553557.58,,
001027-073567-00583-X,"השלום 204, דימונה",דימונה,השלום,204,,,exact,203310.00,553511.83,,
001027-073567-00584-X,"השלום 26, דימונה",דימונה,השלום,26,,,exact,203396.59,553560.65,,
001027-073567-00585-X,"השלום 71, דימונה",דימונה,השלום,71,,,exact,203545.92,553657.43,,
001027-073567-00586-X,"השלום 47, דימונה",דימונה,השלום,47,,,exact,203468.85,553616.25,,
001027-073567-00587-X,"השלום 59, דימונה",דימונה,השלום,59,,,exact,203508.41,553640.33,,
001027-073567-00588-X,"השלום 34, דימונה",דימונה,השלום,34,,,exact,203505.66,553600.46,,
001027-073567-00589-X,"השלום 25, דימונה",דימונה,השלום,25,,,exact,203371.33,553591.13,,
001027-073567-00590-X,"השלום 52, דימונה",דימונה,השלום,52,,,exact,203548.48,553626.19,,
001027-073567-00591-X,"התאנה 43, דימונה",דימונה,התאנה,43,,,exact,202647.75,552636.68,,
001027-073567-00592-X,"התאנה 27, דימונה",דימונה,התאנה,27,,,exact,202533.84,552620.33,,
001027-073567-00593-X,"התאנה 14, דימונה",דימונה,התאנה,14,,,exact,202434.95,552568.79,,
001027-073567-00594-X,"התאנה 1, דימונה",דימונה,התאנה,1,,,exact,202335.07,552556.91,,
001027-073567-00595-X,"התאנה 21, דימונה",דימונה,התאנה,21,,,exact,202474.43,552610.54,,
001027-073567-00596-X,"התאנה 11, דימונה",דימונה,התאנה,11,,,exact,202391.31,552582.48,,
001027-073567-00597-X,"התאנה 34, דימונה",דימונה,התאנה,34,,,exact,202548.86,552599.83,,
001027-073567-00598-X,"התאנה 22, דימונה",דימונה,התאנה,22,,,exact,202481.31,552584.25,,
001027-073567-00599-X,"התאנה 48, דימונה",דימונה,התאנה,48,,,exact,202628.10,552606.73,,
001027-073567-00600-X,"ורדימון יצחק יצחק ורדימון 1, דימונה",דימונה,ורדימון יצחק,יצחק ורדימון 1,,,exact,202182.03,553582.91,,
001027-073567-00601-X,"חגי 52, דימונה",דימונה,חגי,52,,,exact,203502.16,554010.98,,
001027-073567-00602-X,"חגי 24, דימונה",דימונה,חגי,24,,,exact,203301.84,554007.67,,
001027-073567-00603-X,"חגי 56, דימונה",דימונה,חגי,56,,,exact,203527.33,554005.16,,
001027-073567-00604-X,"חגי 42, דימונה",דימונה,חגי,42,,,exact,203423.11,554009.22,,
001027-073567-00605-X,"חגי 2, דימונה",דימונה,חגי,2,,,exact,203274.44,554131.34,,
001027-073567-00606-X,"חגי 6, דימונה",דימונה,חגי,6,,,exact,203263.82,554114.54,,
001027-073567-00607-X,"חגי 50, דימונה",דימונה,חגי,50,,,exact,203486.34,554007.28,,
001027-073567-00608-X,"חגי 12, דימונה",דימונה,חגי,12,,,exact,203275.54,554073.09,,
001027-073567-00609-X,"חגי 16, דימונה",דימונה,חגי,16,,,exact,203272.79,554044.08,,
001027-073567-00610-X,"חטיבת אלכסנדרוני 143, דימונה",דימונה,חטיבת אלכסנדרוני,143,,,street,202848.77,553905.60,,
001027-073567-00611-X,"חטיבת גבעתי 176, דימונה",דימונה,חטיבת גבעתי,176,,,exact,202555.46,553802.20,,
001027-073567-00612-X,"חטיבת גבעתי 174, דימונה",דימונה,חטיבת גבעתי,174,,,exact,202525.41,553799.95,,
001027-073567-00613-X,"חטיבת גולני 1, דימונה",דימונה,חטיבת גולני,1,,,exact,202895.12,553764.30,,
001027-073567-00614-X,"חטיבת גולני 3, דימונה",דימונה,חטיבת גולני,3,,,exact,202884.75,553768.42,,
001027-073567-00615-X,"חטיבת גולני 154, דימונה",דימונה,חטיבת גולני,154,,,exact,202912.49,553805.34,,
001027-073567-00616-X,"חטיבת גולני 153, דימונה",דימונה,חטיבת גולני,153,,,exact,202885.20,553804.73,,
001027-073567-00617-X,"חטיבת גולני 152, דימונה",דימונה,חטיבת גולני,152,,,exact,202901.16,553830.38,,
001027-073567-00618-X,"חטיבת הנגב 78, דימונה",דימונה,חטיבת הנגב,78,,,exact,202641.34,553868.32,,
001027-073567-00619-X,"חטיבת הנגב 166, דימונה",דימונה,חטיבת הנגב,166,,,exact,202552.55,553892.05,,
001027-073567-00620-X,"חטיבת הנגב 5, דימונה",דימונה,חטיבת הנגב,5,,,exact,202621.32,553838.07,,
001027-073567-00621-X,"חטיבת הנגב 159, דימונה",דימונה,חטיבת הנגב,159,,,exact,202556.95,553867.69,,
001027-073567-00622-X,"חטיבת הנגב 165, דימונה",דימונה,חטיבת הנגב,165,,,exact,202561.21,553888.54,,
001027-073567-00623-X,"חטיבת הנגב 164, דימונה",דימונה,חטיבת הנגב,164,,,exact,202581.91,553892.67,,
001027-073567-00624-X,"חטיבת הנגב 79, דימונה",דימונה,חטיבת הנגב,79,,,exact,202626.29,553879.97,,
001027-073567-00625-X,"חטיבת הראל 81, דימונה",דימונה,חטיבת הראל,81,,,exact,202690.50,553901.65,,
001027-073567-00626-X,"חטיבת הראל 18, דימונה",דימונה,חטיבת הראל,18,,,exact,202697.31,553879.32,,
001027-073567-00627-X,"חטיבת הראל 15, דימונה",דימונה,חטיבת הראל,15,,,exact,202733.98,553885.05,,
001027-073567-00628-X,"חטיבת הראל 80, דימונה",דימונה,חטיבת הראל,80,,,exact,202652.29,553894.02,,
001027-073567-00629-X,"חירם 2, דימונה",דימונה,חירם,2,,,street,202691.93,553550.05,,
001027-073567-00630-X,"חמת גדר 20, דימונה",דימונה,חמת גדר,20,,,exact,203435.05,551606.16,,
001027-073567-00631-X,"חמת גדר 12, דימונה",דימונה,חמת גדר,12,,,exact,203428.75,551655.44,,
001027-073567-00632-X,"חמת גדר 8, דימונה",דימונה,חמת גדר,8,,,exact,203435.57,551674.92,,
001027-073567-00633-X,"חמת גדר 2, דימונה",דימונה,חמת גדר,2,,,exact,203449.16,551698.99,,
001027-073567-00634-X,"חמת גדר 4, דימונה",דימונה,חמת גדר,4,,,exact,203443.38,551693.12,,
001027-073567-00635-X,"חמת גדר 5, דימונה",דימונה,חמת גדר,5,,,exact,203460.00,551612.87,,
001027-073567-00636-X,"חמת גדר 22, דימונה",דימונה,חמת גדר,22,,,exact,203441.21,551592.27,,
001027-073567-00637-X,"חמת גדר 24, דימונה",דימונה,חמת גדר,24,,,exact,203441.34,551585.31,,
001027-073567-00638-X,"חמת גדר 26, דימונה",דימונה,חמת גדר,26,,,exact,203450.70,551572.30,,
001027-073567-00639-X,"חצב 26, דימונה",דימונה,חצב,26,,,exact,203651.41,554119.25,,
001027-073567-00640-X,"חצב 2, דימונה",דימונה,חצב,2,,,exact,203659.41,554135.24,,
001027-073567-00641-X,"חצב 9, דימונה",דימונה,חצב,9,,,exact,203685.10,554055.15,,
001027-073567-00642-X,"חצב 18, דימונה",דימונה,חצב,18,,,exact,203620.34,554071.25,,
001027-073567-00643-X,"חצב 21, דימונה",דימונה,חצב,21,,,exact,203663.13,553998.50,,
001027-073567-00644-X,"חצב 37, דימונה",דימונה,חצב,37,,,exact,203596.56,554019.16,,
001027-073567-00645-X,"חצב 27, דימונה",דימונה,חצב,27,,,exact,203628.12,554005.25,,
001027-073567-00646-X,"חרוב 56, דימונה",דימונה,חרוב,56,,,exact,204113.10,554450.21,,
001027-073567-00647-X,"חרוב 8, דימונה",דימונה,חרוב,8,,,exact,203771.34,554325.41,,
001027-073567-00648-X,"חרוב 35, דימונה",דימונה,חרוב,35,,,exact,204020.92,554406.13,,
001027-073567-00649-X,"חרוב 36, דימונה",דימונה,חרוב,36,,,exact,204046.38,554380.81,,
001027-073567-00650-X,"חרוב 52, דימונה",דימונה,חרוב,52,,,exact,204096.40,554432.19,,
001027-073567-00651-X,"חרוב 19, דימונה",דימונה,חרוב,19,,,exact,203825.61,554368.99,,
001027-073567-00652-X,"חרוב 47, דימונה",דימונה,חרוב,47,,,exact,204059.92,554440.05,,
001027-073567-00653-X,"חרוב 7, דימונה",דימונה,חרוב,7,,,exact,203771.68,554365.94,,
001027-073567-00654-X,"חרוב 48, דימונה",דימונה,חרוב,48,,,exact,204083.08,554420.57,,
001027-073567-00655-X,"חרוב 23, דימונה",דימונה,חרוב,23,,,exact,203844.09,554367.20,,
001027-073567-00656-X,"חרוב 40, דימונה",דימונה,חרוב,40,,,exact,204060.47,554396.01,,
001027-073567-00657-X,"חרוב 22, דימונה",דימונה,חרוב,22,,,exact,203838.82,554329.10,,
001027-073567-00658-X,"חרוב 20, דימונה",דימונה,חרוב,20,,,exact,203826.44,554327.23,,
001027-073567-00659-X,"חרצית 10, דימונה",דימונה,חרצית,10,,,exact,204023.47,554454.15,,
001027-073567-00660-X,"חרצית 8, דימונה",דימונה,חרצית,8,,,exact,204016.69,554438.59,,
001027-073567-00661-X,"חרצית 2, דימונה",דימונה,חרצית,2,,,exact,203999.14,554427.24,,
001027-073567-00662-X,"חרצית 19, דימונה",דימונה,חרצית,19,,,exact,204004.54,554476.54,,
001027-073567-00663-X,"טופח 10, דימונה",דימונה,טופח,10,,,exact,203911.79,554415.11,,
001027-073567-00664-X,"טופח 16, דימונה",דימונה,טופח,16,,,exact,203933.14,554439.16,,
001027-073567-00665-X,"טופח 35, דימונה",דימונה,טופח,35,,,exact,203973.60,554525.50,,
001027-073567-00666-X,"טופח 28, דימונה",דימונה,טופח,28,,,exact,203984.01,554494.07,,
001027-073567-00667-X,"טופח 18, דימונה",דימונה,טופח,18,,,exact,203937.66,554441.92,,
001027-073567-00668-X,"טופח 11, דימונה",דימונה,טופח,11,,,exact,203871.29,554430.07,,
001027-073567-00669-X,"טופח 12, דימונה",דימונה,טופח,12,,,exact,203919.89,554428.07,,
001027-073567-00670-X,"טופח 37, דימונה",דימונה,טופח,37,,,exact,203971.92,554530.81,,
001027-073567-00671-X,"יגאל אלון 58, דימונה",דימונה,יגאל אלון,58,,,exact,203563.07,552465.86,,
001027-073567-00672-X,"יגאל אלון 2, דימונה",דימונה,יגאל אלון,2,,,exact,202983.71,552465.03,,
001027-073567-00673-X,"יגאל אלון 29, דימונה",דימונה,יגאל אלון,29,,,exact,203398.49,552503.35,,
001027-073567-00674-X,"יגאל אלון 47, דימונה",דימונה,יגאל אלון,47,,,exact,203530.49,552500.42,,
001027-073567-00675-X,"יגאל אלון 32, דימונה",דימונה,יגאל אלון,32,,,exact,203294.29,552454.46,,
001027-073567-00676-X,"יגאל אלון 18, דימונה",דימונה,יגאל אלון,18,,,exact,203166.33,552446.89,,
001027-073567-00677-X,"יגאל אלון 24, דימונה",דימונה,יגאל אלון,24,,,exact,203230.22,552451.45,,
001027-073567-00678-X,"יגאל אלון 60, דימונה",דימונה,יגאל אלון,60,,,exact,203633.44,552491.30,,
001027-073567-00679-X,"יגאל אלון 49, דימונה",דימונה,יגאל אלון,49,,,exact,203551.76,552502.29,,
001027-073567-00680-X,"יגאל אלון 44, דימונה",דימונה,יגאל אלון,44,,,exact,203391.67,552458.19,,
001027-073567-00681-X,"יגאל אלון 78, דימונה",דימונה,יגאל אלון,78,,,exact,203747.74,552749.41,,
001027-073567-00682-X,"יגאל אלון 8, דימונה",דימונה,יגאל אלון,8,,,exact,203043.84,552469.80,,
001027-073567-00683-X,"יגאל אלון 48, דימונה",דימונה,יגאל אלון,48,,,exact,203495.86,552443.33,,
001027-073567-00684-X,"יגאל אלון 4, דימונה",דימונה,יגאל אלון,4,,,exact,203002.34,552463.79,,
001027-073567-00685-X,"יגאל אלון 6, דימונה",דימונה,יגאל אלון,6,,,exact,203027.85,552469.47,,
001027-073567-00686-X,"יגאל אלון 82, דימונה",דימונה,יגאל אלון,82,,,exact,203754.68,552771.74,,
001027-073567-00687-X,"יגאל אלון 66, דימונה",דימונה,יגאל אלון,66,,,exact,203727.36,552688.01,,
001027-073567-00688-X,"יהודה הלוי 4, דימונה",דימונה,יהודה הלוי,4,,,exact,203831.50,553867.51,,
001027-073567-00689-X,"יהודה הלוי 5, דימונה",דימונה,יהודה הלוי,5,,,exact,203788.45,553935.58,,
001027-073567-00690-X,"יהודה הלוי 17, דימונה",דימונה,יהודה הלוי,17,,,exact,203891.25,553929.29,,
001027-073567-00691-X,"יהודה הלוי 15, דימונה",דימונה,יהודה הלוי,15,,,exact,203872.53,553936.22,,
001027-073567-00692-X,"יהודה הלוי 35, דימונה",דימונה,יהודה הלוי,35,,,exact,203919.53,553748.18,,
001027-073567-00693-X,"יהודה הלוי 21, דימונה",דימונה,יהודה הלוי,21,,,exact,203897.08,553880.88,,
001027-073567-00694-X,"יהודה הלוי 13, דימונה",דימונה,יהודה הלוי,13,,,exact,203855.77,553928.96,,
001027-073567-00695-X,"יהודה הלוי 2, דימונה",דימונה,יהודה הלוי,2,,,exact,203773.52,553866.78,,
001027-073567-00696-X,"יהודה הלוי 3, דימונה",דימונה,יהודה הלוי,3,,,exact,203768.59,553927.69,,
001027-073567-00697-X,"יהודה הלוי 31, דימונה",דימונה,יהודה הלוי,31,,,exact,203924.69,553784.17,,
001027-073567-00698-X,"יהודה הלוי 33, דימונה",דימונה,יהודה הלוי,33,,,exact,203930.41,553765.78,,
001027-073567-00699-X,"יהודה הלוי 27, דימונה",דימונה,יהודה הלוי,27,,,exact,203904.26,553836.21,,
001027-073567-00700-X,"יהודה הלוי 9, דימונה",דימונה,יהודה הלוי,9,,,exact,203811.14,553908.10,,
001027-073567-00701-X,"יהודה הלוי 1, דימונה",דימונה,יהודה הלוי,1,,,exact,203761.55,553909.02,,
001027-073567-00702-X,"יהודה הלוי 7, דימונה",דימונה,יהודה הלוי,7,,,exact,203804.98,553927.66,,
001027-073567-00703-X,"יהודה הלוי 37, דימונה",דימונה,יהודה הלוי,37,,,exact,203907.58,553740.83,,
001027-073567-00704-X,"יהודה הלוי 39, דימונה",דימונה,יהודה הלוי,39,,,exact,203885.88,553740.13,,
001027-073567-00705-X,"יהודה הלוי 11, דימונה",דימונה,יהודה הלוי,11,,,exact,203848.39,553909.75,,
001027-073567-00706-X,"יודפת 8, דימונה",דימונה,יודפת,8,,,exact,203307.65,551644.53,,
001027-073567-00707-X,"יודפת 24, דימונה",דימונה,יודפת,24,,,exact,203322.47,551551.01,,
001027-073567-00708-X,"יודפת 4, דימונה",דימונה,יודפת,4,,,exact,203310.23,551665.31,,
001027-073567-00709-X,"יודפת 14, דימונה",דימונה,יודפת,14,,,exact,203311.62,551613.37,,
001027-073567-00710-X,"יודפת 20, דימונה",דימונה,יודפת,20,,,exact,203313.48,551569.38,,
001027-073567-00711-X,"יודפת 17, דימונה",דימונה,יודפת,17,,,exact,203346.27,551563.22,,
001027-073567-00712-X,"יודפת 3, דימונה",דימונה,יודפת,3,,,exact,203342.24,551661.35,,
001027-073567-00713-X,"יודפת 16, דימונה",דימונה,יודפת,16,,,exact,203311.52,551594.91,,
001027-073567-00714-X,"ירושלים 34, דימונה",דימונה,ירושלים,34,,,exact,203806.24,551774.34,,
001027-073567-00715-X,"ירושלים 32, דימונה",דימונה,ירושלים,32,,,exact,203798.62,551776.45,,
001027-073567-00716-X,"ירושלים 30, דימונה",דימונה,ירושלים,30,,,exact,203784.61,551782.04,,
001027-073567-00717-X,"ירושלים 26, דימונה",דימונה,ירושלים,26,,,exact,203763.36,551790.17,,
001027-073567-00718-X,"ירושלים 48, דימונה",דימונה,ירושלים,48,,,exact,203884.64,551740.13,,
001027-073567-00719-X,"ירושלים 22, דימונה",דימונה,ירושלים,22,,,exact,203743.46,551796.69,,
001027-073567-00720-X,"ירושלים 46, דימונה",דימונה,ירושלים,46,,,exact,203872.87,551746.31,,
001027-073567-00721-X,"ירושלים 44, דימונה",דימונה,ירושלים,44,,,exact,203865.93,551749.61,,
001027-073567-00722-X,"ירמיה 2, דימונה",דימונה,ירמיה,2,,,exact,203360.62,554104.67,,
001027-073567-00723-X,"ירמיה 25, דימונה",דימונה,ירמיה,25,,,exact,203416.87,554239.80,,
001027-073567-00724-X,"ירמיה 6, דימונה",דימונה,ירמיה,6,,,exact,203360.90,554131.63,,
001027-073567-00725-X,"ירמיה 3, דימונה",דימונה,ירמיה,3,,,exact,203327.89,554111.33,,
001027-073567-00726-X,"ירמיה 22, דימונה",דימונה,ירמיה,22,,,exact,203411.72,554195.30,,
001027-073567-00727-X,"ירמיה 30, דימונה",דימונה,ירמיה,30,,,exact,203445.45,554143.05,,
001027-073567-00728-X,"ישעיה 16, דימונה",דימונה,ישעיה,16,,,exact,203396.02,554329.58,,
001027-073567-00729-X,"ישעיה 54, דימונה",דימונה,ישעיה,54,,,exact,203275.38,554176.60,,
001027-073567-00730-X,"ישעיה 52, דימונה",דימונה,ישעיה,52,,,exact,203276.11,554191.15,,
001027-073567-00731-X,"ישעיה 48, דימונה",דימונה,ישעיה,48,,,exact,203270.39,554216.79,,
001027-073567-00732-X,"ישעיה 44, דימונה",דימונה,ישעיה,44,,,exact,203275.76,554245.74,,
001027-073567-00733-X,"ישעיה 19, דימונה",דימונה,ישעיה,19,,,exact,203321.58,554306.84,,
001027-073567-00734-X,"ישעיה 24, דימונה",דימונה,ישעיה,24,,,exact,203346.14,554341.95,,
001027-073567-00735-X,"ישעיה 2, דימונה",דימונה,ישעיה,2,,,exact,203467.50,554265.07,,
001027-073567-00736-X,"כובשי אילת 32, דימונה",דימונה,כובשי אילת,32,,,exact,203841.65,552640.84,,
001027-073567-00737-X,"כובשי אילת 12, דימונה",דימונה,כובשי אילת,12,,,exact,203676.88,552291.84,,
001027-073567-00738-X,"כובשי אילת 14, דימונה",דימונה,כובשי אילת,14,,,exact,203711.50,552380.27,,
001027-073567-00739-X,"כובשי אילת 3, דימונה",דימונה,כובשי אילת,3,,,exact,203505.69,552376.02,,
001027-073567-00740-X,"כובשי אילת 6, דימונה",דימונה,כובשי אילת,6,,,exact,203618.00,552316.04,,
001027-073567-00741-X,"כובשי אילת 24, דימונה",דימונה,כובשי אילת,24,,,exact,203816.38,552589.99,,
001027-073567-00742-X,"כובשי אילת 11, דימונה",דימונה,כובשי אילת,11,,,exact,203618.07,552386.36,,
001027-073567-00743-X,"כובשי אילת 4, דימונה",דימונה,כובשי אילת,4,,,exact,203555.38,552348.20,,
001027-073567-00744-X,"כובשי אילת 36, דימונה",דימונה,כובשי אילת,36,,,exact,203855.80,552671.31,,
001027-073567-00745-X,"כובשי אילת 7, דימונה",דימונה,כובשי אילת,7,,,exact,203560.15,552409.01,,
001027-073567-00746-X,"כורזין 30, דימונה",דימונה,כורזין,30,,,exact,203784.43,551509.39,,
001027-073567-00747-X,"כורזין 9, דימונה",דימונה,כורזין,9,,,exact,203723.35,551574.11,,
001027-073567-00748-X,"כורזין 10, דימונה",דימונה,כורזין,10,,,exact,203686.68,551548.14,,
001027-073567-00749-X,"כורזין 27, דימונה",דימונה,כורזין,27,,,exact,203811.75,551531.63,,
001027-073567-00750-X,"כורזין 29, דימונה",דימונה,כורזין,29,,,exact,203818.62,551537.25,,
001027-073567-00751-X,"כורזין 18, דימונה",דימונה,כורזין,18,,,exact,203728.94,551533.43,,
001027-073567-00752-X,"כורזין 20, דימונה",דימונה,כורזין,20,,,exact,203733.05,551528.18,,
001027-073567-00753-X,"כורזין 21, דימונה",דימונה,כורזין,21,,,exact,203781.17,551548.37,,
001027-073567-00754-X,"כורזין 22, דימונה",דימונה,כורזין,22,,,exact,203747.96,551523.68,,
001027-073567-00755-X,"כורזין 17, דימונה",דימונה,כורזין,17,,,exact,203759.19,551555.93,,
001027-073567-00756-X,"כורזין 16, דימונה",דימונה,כורזין,16,,,exact,203711.11,551538.05,,
001027-073567-00757-X,"כורזין 2, דימונה",דימונה,כורזין,2,,,exact,203654.25,551562.93,,
001027-073567-00758-X,"כורזין 14, דימונה",דימונה,כורזין,14,,,exact,203705.57,551541.25,,
001027-073567-00759-X,"כורזין 5, דימונה",דימונה,כורזין,5,,,exact,203704.77,551580.08,,
001027-073567-00760-X,"כליל החורש 2, דימונה",דימונה,כליל החורש,2,,,exact,203943.49,554052.44,,
001027-073567-00761-X,"כליל החורש 12, דימונה",דימונה,כליל החורש,12,,,exact,203943.30,554093.88,,
001027-073567-00762-X,"כליל החורש 14, דימונה",דימונה,כליל החורש,14,,,exact,203941.63,554104.99,,
001027-073567-00763-X,"כליל החורש 32, דימונה",דימונה,כליל החורש,32,,,exact,203940.90,554215.07,,
001027-073567-00764-X,"כליל החורש 18, דימונה",דימונה,כליל החורש,18,,,exact,203941.30,554121.89,,
001027-073567-00765-X,"כליל החורש 23, דימונה",דימונה,כליל החורש,23,,,exact,203906.54,554141.42,,
001027-073567-00766-X,"כליל החורש 11, דימונה",דימונה,כליל החורש,11,,,exact,203904.08,554089.53,,
001027-073567-00767-X,"כליל החורש 39, דימונה",דימונה,כליל החורש,39,,,exact,203898.97,554238.11,,
001027-073567-00768-X,"כליל החורש 1, דימונה",דימונה,כליל החורש,1,,,exact,203902.83,554053.33,,
001027-073567-00769-X,"כליל החורש 22, דימונה",דימונה,כליל החורש,22,,,exact,203948.15,554139.69,,
001027-073567-00770-X,"כליל החורש 6, דימונה",דימונה,כליל החורש,6,,,exact,203942.82,554068.93,,
001027-073567-00771-X,"כליל החורש 19, דימונה",דימונה,כליל החורש,19,,,exact,203898.39,554126.56,,
001027-073567-00772-X,"כליל החורש 56, דימונה",דימונה,כליל החורש,56,,,exact,203941.24,554327.19,,
001027-073567-00773-X,"כליל החורש 10, דימונה",דימונה,כליל החורש,10,,,exact,203940.70,554085.78,,
001027-073567-00774-X,"כליל החורש 40, דימונה",דימונה,כליל החורש,40,,,exact,203946.66,554253.81,,
001027-073567-00775-X,"כליל החורש 21, דימונה",דימונה,כליל החורש,21,,,exact,203899.84,554140.63,,
001027-073567-00776-X,"כליל החורש 17, דימונה",דימונה,כליל החורש,17,,,exact,203900.89,554120.69,,
001027-073567-00777-X,"ליבנה 46, דימונה",דימונה,ליבנה,46,,,exact,203876.73,554271.20,,
001027-073567-00778-X,"ליבנה 1, דימונה",דימונה,ליבנה,1,,,exact,203842.00,554058.11,,
001027-073567-00779-X,"ליבנה 30, דימונה",דימונה,ליבנה,30,,,exact,203873.37,554195.72,,
001027-073567-00780-X,"לילך 4, דימונה",דימונה,לילך,4,,,exact,203219.31,553786.17,,
001027-073567-00781-X,"לילך 2, דימונה",דימונה,לילך,2,,,exact,203217.84,553766.04,,
001027-073567-00782-X,"לילך 12, דימונה",דימונה,לילך,12,,,exact,203213.59,553845.53,,
001027-073567-00783-X,"לילך 20, דימונה",דימונה,לילך,20,,,exact,203211.93,553909.54,,
001027-073567-00784-X,"לילך 22, דימונה",דימונה,לילך,22,,,exact,203217.40,553919.18,,
001027-073567-00785-X,"מ""ג המעפילים 4, דימונה",דימונה,"מ""ג המעפילים",4,,,exact,203236.82,552539.56,,
001027-073567-00786-X,"מ""ג המעפילים 10, דימונה",דימונה,"מ""ג המעפילים",10,,,exact,203271.39,552625.06,,
001027-073567-00787-X,"מ""ג המעפילים 2, דימונה",דימונה,"מ""ג המעפילים",2,,,exact,203265.97,552506.50,,
001027-073567-00788-X,"מ""ג המעפילים 6, דימונה",דימונה,"מ""ג המעפילים",6,,,exact,203238.06,552570.43,,
001027-073567-00789-X,"מ""ג המעפילים 245, דימונה",דימונה,"מ""ג המעפילים",245,,,none,,,,
001027-073567-00790-X,"מ""ג המעפילים 34, דימונה",דימונה,"מ""ג המעפילים",34,,,exact,203265.21,552875.65,,
