id,city,file_street,file_house_number,file_match_type,utm_x,utm_y,lat,lon,google_street,google_house_number,google_full_address,match_score
001027-075911-00332-X,דימונה,הרימון,332,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00334-X,דימונה,הרימון,334,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00340-X,דימונה,הרימון,340,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00342-X,דימונה,הרימון,342,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00344-X,דימונה,הרימון,344,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00346-X,דימונה,הרימון,346,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00348-X,דימונה,הרימון,348,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00350-X,דימונה,הרימון,350,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00354-X,דימונה,הרימון,354,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00356-X,דימונה,הרימון,356,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00358-X,דימונה,הרימון,358,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00360-X,דימונה,הרימון,360,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00362-X,דימונה,הרימון,362,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00366-X,דימונה,הרימון,366,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-075911-00368-X,דימונה,הרימון,368,street,693388.46,3438448.38,31.0638928,35.0268836,הרימון,199,"הרימון 199, דימונה, ישראל",not_exact
001027-076045-00000-X,דימונה,אקסודוס,,street,694035.9,3439434.56,31.0726788,35.0338551,רחבת יציאת אירופה,1066,"רחבת יציאת אירופה 1066, דימונה, ישראל",none
001027-076045-00066-X,דימונה,אקסודוס,66,street,694035.9,3439434.56,31.0726788,35.0338551,רחבת יציאת אירופה,1066,"רחבת יציאת אירופה 1066, דימונה, ישראל",none
001027-076045-00067-X,דימונה,אקסודוס,67,street,694035.9,3439434.56,31.0726788,35.0338551,רחבת יציאת אירופה,1066,"רחבת יציאת אירופה 1066, דימונה, ישראל",none
001027-076480-00000-X,דימונה,שד יגאל אלון,,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00011-X,דימונה,שד יגאל אלון,11,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00013-X,דימונה,שד יגאל אלון,13,exact,694156.86,3438426.87,31.063572,35.0349287,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00016-X,דימונה,שד יגאל אלון,16,exact,694005.59,3438380.54,31.0631793,35.0333352,פרחי ארצנו,2,"פרחי ארצנו 2, דימונה, ישראל",none
001027-076480-00030-X,דימונה,שד יגאל אלון,30,exact,694145.67,3438377.35,31.0631274,35.034802,שדרות יגאל אלון,55,"שדרות יגאל אלון 55, דימונה, ישראל",none
001027-076480-00030-ב,דימונה,שד יגאל אלון,30,exact,694145.67,3438377.35,31.0631274,35.034802,שדרות יגאל אלון,55,"שדרות יגאל אלון 55, דימונה, ישראל",none
001027-076480-00030-ד,דימונה,שד יגאל אלון,30,exact,694145.67,3438377.35,31.0631274,35.034802,שדרות יגאל אלון,55,"שדרות יגאל אלון 55, דימונה, ישראל",none
001027-076480-00031-X,דימונה,שד יגאל אלון,31,exact,694291.66,3438436,31.0636321,35.0363425,יגאל אלון,31,"יגאל אלון 31, דימונה, ישראל",exact
001027-076480-00031-א,דימונה,שד יגאל אלון,31,exact,694291.66,3438436,31.0636321,35.0363425,יגאל אלון,31,"יגאל אלון 31, דימונה, ישראל",exact
001027-076480-00031-ב,דימונה,שד יגאל אלון,31,exact,694291.66,3438436,31.0636321,35.0363425,יגאל אלון,31,"יגאל אלון 31, דימונה, ישראל",exact
001027-076480-00031-ג,דימונה,שד יגאל אלון,31,exact,694291.66,3438436,31.0636321,35.0363425,יגאל אלון,31,"יגאל אלון 31, דימונה, ישראל",exact
001027-076480-00031-ד,דימונה,שד יגאל אלון,31,exact,694291.66,3438436,31.0636321,35.0363425,יגאל אלון,31,"יגאל אלון 31, דימונה, ישראל",exact
001027-076480-00032-X,דימונה,שד יגאל אלון,32,exact,694174.26,3438382.05,31.063165,35.0351024,פרחי ארצנו,83,"פרחי ארצנו 83, דימונה, ישראל",none
001027-076480-00032-א,דימונה,שד יגאל אלון,32,exact,694174.26,3438382.05,31.063165,35.0351024,פרחי ארצנו,83,"פרחי ארצנו 83, דימונה, ישראל",none
001027-076480-00032-ב,דימונה,שד יגאל אלון,32,exact,694174.26,3438382.05,31.063165,35.0351024,פרחי ארצנו,83,"פרחי ארצנו 83, דימונה, ישראל",none
001027-076480-00032-ג,דימונה,שד יגאל אלון,32,exact,694174.26,3438382.05,31.063165,35.0351024,פרחי ארצנו,83,"פרחי ארצנו 83, דימונה, ישראל",none
001027-076480-00085-X,דימונה,שד יגאל אלון,85,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00085-א,דימונה,שד יגאל אלון,85,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00085-ב,דימונה,שד יגאל אלון,85,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00085-ג,דימונה,שד יגאל אלון,85,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00086-X,דימונה,שד יגאל אלון,86,exact,694633.26,3438732.96,31.0662533,35.039978,עבדת,1612,"עבדת 1612, דימונה, ישראל",none
001027-076480-00086-א,דימונה,שד יגאל אלון,86,exact,694633.26,3438732.96,31.0662533,35.039978,עבדת,1612,"עבדת 1612, דימונה, ישראל",none
001027-076480-00086-ב,דימונה,שד יגאל אלון,86,exact,694633.26,3438732.96,31.0662533,35.039978,עבדת,1612,"עבדת 1612, דימונה, ישראל",none
001027-076480-00086-ג,דימונה,שד יגאל אלון,86,exact,694633.26,3438732.96,31.0662533,35.039978,עבדת,1612,"עבדת 1612, דימונה, ישראל",none
001027-076480-00110-X,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00110-ב,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00110-ג,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00110-ד,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00110-ה,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00110-ו,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00110-ח,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00110-ט,דימונה,שד יגאל אלון,110,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00111-א,דימונה,שד יגאל אלון,111,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00111-ב,דימונה,שד יגאל אלון,111,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00111-ג,דימונה,שד יגאל אלון,111,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00111-ד,דימונה,שד יגאל אלון,111,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00111-ו,דימונה,שד יגאל אלון,111,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00111-ח,דימונה,שד יגאל אלון,111,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-X,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-א,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-ב,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-ג,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-ד,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-ו,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-ז,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00209-ח,דימונה,שד יגאל אלון,209,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-X,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-א,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-ב,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-ד,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-ה,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-ו,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-ז,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-ח,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00221-ט,דימונה,שד יגאל אלון,221,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00501-X,דימונה,שד יגאל אלון,501,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00501-א,דימונה,שד יגאל אלון,501,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076480-00501-ב,דימונה,שד יגאל אלון,501,street,694256.53,3438413.27,31.0634329,35.0359702,,,"יגאל אלון/מ''ד המעפילים, דימונה, ישראל",none
001027-076793-00000-X,דימונה,הנרקיס,,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00007-X,דימונה,הנרקיס,7,exact,693880.5,3438332.17,31.0627637,35.0320156,שדרות יגאל אלון,9,"שדרות יגאל אלון 9, דימונה, ישראל",none
001027-076793-00009-X,דימונה,הנרקיס,9,exact,693907.4,3438334.06,31.0627764,35.0322978,שדרות הנשיא,10,"שדרות הנשיא 10, דימונה, ישראל",none
001027-076793-00010-X,דימונה,הנרקיס,10,exact,693842.01,3438305.72,31.0625316,35.0316073,נרקיס,21,"נרקיס 21, דימונה, ישראל",not_exact
001027-076793-00011-X,דימונה,הנרקיס,11,exact,693927.1,3438333.82,31.0627709,35.0325041,שדרות הנשיא,11,"שדרות הנשיא 11, דימונה, ישראל",none
001027-076793-00013-X,דימונה,הנרקיס,13,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00014-X,דימונה,הנרקיס,14,exact,693855.81,3438305.72,31.0625293,35.0317519,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00014-א,דימונה,הנרקיס,14,exact,693855.81,3438305.72,31.0625293,35.0317519,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00014-ב,דימונה,הנרקיס,14,exact,693855.81,3438305.72,31.0625293,35.0317519,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00749-X,דימונה,הנרקיס,749,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00765-X,דימונה,הנרקיס,765,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00766-X,דימונה,הנרקיס,766,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00767-X,דימונה,הנרקיס,767,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00769-X,דימונה,הנרקיס,769,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00770-X,דימונה,הנרקיס,770,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00771-X,דימונה,הנרקיס,771,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-076793-00772-X,דימונה,הנרקיס,772,street,693863.33,3438319.13,31.062649,35.0318332,נרקיס,30,"נרקיס 30, דימונה, ישראל",not_exact
001027-077042-00004-X,דימונה,מצדה,4,exact,693649.65,3438182.37,31.061451,35.0295687,מצדה,4,"מצדה 4, דימונה, ישראל",exact
001027-077042-00005-X,דימונה,מצדה,5,exact,693707.96,3438203.93,31.0616358,35.0301836,מצדה,7,"מצדה 7, דימונה, ישראל",not_exact
001027-077042-00009-X,דימונה,מצדה,9,exact,693722.96,3438201.45,31.061611,35.0303403,מצדה,19-13,"מצדה 19-13, דימונה, ישראל",not_exact
001027-077042-00011-X,דימונה,מצדה,11,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00021-X,דימונה,מצדה,21,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00021-א,דימונה,מצדה,21,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00021-ב,דימונה,מצדה,21,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00037-X,דימונה,מצדה,37,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00043-X,דימונה,מצדה,43,exact,693831.16,3438190.05,31.0614903,35.0314715,מצדה,24,"מצדה 24, דימונה, ישראל",not_exact
001027-077042-00045-X,דימונה,מצדה,45,exact,693851.19,3438185.7,31.0614478,35.0316805,מצדה,26,"מצדה 26, דימונה, ישראל",not_exact
001027-077042-00143-X,דימונה,מצדה,143,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00144-X,דימונה,מצדה,144,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00146-X,דימונה,מצדה,146,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00147-X,דימונה,מצדה,147,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00148-X,דימונה,מצדה,148,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00149-X,דימונה,מצדה,149,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00150-X,דימונה,מצדה,150,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00153-X,דימונה,מצדה,153,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00154-X,דימונה,מצדה,154,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00155-X,דימונה,מצדה,155,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00156-X,דימונה,מצדה,156,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00157-X,דימונה,מצדה,157,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077042-00158-X,דימונה,מצדה,158,street,693803.7,3438177.15,31.0613785,35.0311814,מצדה,20,"מצדה 20, דימונה, ישראל",not_exact
001027-077164-00000-X,דימונה,הכלנית,,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00001-X,דימונה,הכלנית,1,exact,693759.34,3438268.84,31.0622127,35.0307343,כלנית,3,"כלנית 3, דימונה, ישראל",not_exact
001027-077164-00008-X,דימונה,הכלנית,8,exact,693739.1,3438251.18,31.0620568,35.0305189,כלנית,10,"כלנית 10, דימונה, ישראל",not_exact
001027-077164-00025-X,דימונה,הכלנית,25,exact,693912.07,3438269.99,31.0621978,35.0323344,כלנית,25,"כלנית 25, דימונה, ישראל",exact
001027-077164-00724-X,דימונה,הכלנית,724,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00725-X,דימונה,הכלנית,725,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00726-X,דימונה,הכלנית,726,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00727-X,דימונה,הכלנית,727,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00728-X,דימונה,הכלנית,728,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00729-X,דימונה,הכלנית,729,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00730-X,דימונה,הכלנית,730,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00731-X,דימונה,הכלנית,731,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00733-X,דימונה,הכלנית,733,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00736-X,דימונה,הכלנית,736,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00737-X,דימונה,הכלנית,737,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00739-X,דימונה,הכלנית,739,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00741-X,דימונה,הכלנית,741,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00742-X,דימונה,הכלנית,742,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00743-X,דימונה,הכלנית,743,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00746-X,דימונה,הכלנית,746,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00754-X,דימונה,הכלנית,754,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00755-X,דימונה,הכלנית,755,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00756-X,דימונה,הכלנית,756,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00758-X,דימונה,הכלנית,758,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00759-X,דימונה,הכלנית,759,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00760-X,דימונה,הכלנית,760,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00761-X,דימונה,הכלנית,761,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077164-00762-X,דימונה,הכלנית,762,street,693816.33,3438254.83,31.0620769,35.0313286,כלנית,9,"כלנית 9, דימונה, ישראל",not_exact
001027-077597-00000-X,דימונה,נוה מדבר,,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00033-X,דימונה,נוה מדבר,33,exact,693544.71,3438073.41,31.0604858,35.0284486,נווה מדבר,168,"נווה מדבר 168, דימונה, ישראל",none
001027-077597-00058-X,דימונה,נוה מדבר,58,exact,693457.82,3438117.63,31.0608988,35.0275469,נווה מדבר,58,"נווה מדבר 58, דימונה, ישראל",none
001027-077597-00102-X,דימונה,נוה מדבר,102,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00104-X,דימונה,נוה מדבר,104,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00105-X,דימונה,נוה מדבר,105,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00108-X,דימונה,נוה מדבר,108,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00112-X,דימונה,נוה מדבר,112,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00113-X,דימונה,נוה מדבר,113,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00117-X,דימונה,נוה מדבר,117,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00119-X,דימונה,נוה מדבר,119,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00120-X,דימונה,נוה מדבר,120,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00121-X,דימונה,נוה מדבר,121,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00122-X,דימונה,נוה מדבר,122,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00123-X,דימונה,נוה מדבר,123,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00124-X,דימונה,נוה מדבר,124,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00126-X,דימונה,נוה מדבר,126,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00127-X,דימונה,נוה מדבר,127,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00130-X,דימונה,נוה מדבר,130,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00131-X,דימונה,נוה מדבר,131,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00132-X,דימונה,נוה מדבר,132,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00133-X,דימונה,נוה מדבר,133,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
001027-077597-00134-X,דימונה,נוה מדבר,134,street,693571.1,3438083.25,31.0605702,35.0287269,נווה מדבר,27,"נווה מדבר 27, דימונה, ישראל",none
