id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,utm_x,utm_y,source_file,status
001027-073567-00505-X,"הרכס 5, דימונה",דימונה,הרכס,5,,,exact,204017.35,552996.88,,,File A,ok
001027-073567-00506-X,"הרכס 11, דימונה",דימונה,הרכס,11,,,exact,204016.10,553046.51,,,File A,ok
001027-073567-00507-X,"הרכס 14, דימונה",דימונה,הרכס,14,,,exact,204049.67,553078.54,,,File A,ok
001027-073567-00508-X,"הרכס 15, דימונה",דימונה,הרכס,15,,,exact,204001.76,553095.87,,,File A,ok
001027-073567-00509-X,"הרמה 12, דימונה",דימונה,הרמה,12,,,exact,203800.93,553241.89,,,File A,ok
001027-073567-00510-X,"הרמה 1, דימונה",דימונה,הרמה,1,,,exact,203774.33,553309.33,,,File A,ok
001027-073567-00511-X,"הרמה 8, דימונה",דימונה,הרמה,8,,,exact,203777.35,553263.60,,,File A,ok
001027-073567-00512-X,"הרמה 44, דימונה",דימונה,הרמה,44,,,exact,203948.64,553045.42,,,File A,ok
001027-073567-00513-X,"הרמה 7, דימונה",דימונה,הרמה,7,,,exact,203806.54,553274.37,,,File A,ok
001027-073567-00514-X,"הרמה 49, דימונה",דימונה,הרמה,49,,,exact,203983.09,553000.13,,,File A,ok
001027-073567-00515-X,"הרמה 9, דימונה",דימונה,הרמה,9,,,exact,203818.93,553262.03,,,File A,ok
001027-073567-00516-X,"הרמה 48, דימונה",דימונה,הרמה,48,,,exact,203949.54,552998.93,,,File A,ok
001027-073567-00517-X,"הרמה 45, דימונה",דימונה,הרמה,45,,,exact,203982.37,553034.57,,,File A,ok
001027-073567-00518-X,"הרמה 14, דימונה",דימונה,הרמה,14,,,exact,203812.67,553231.69,,,File A,ok
001027-073567-00519-X,"הרמה 35, דימונה",דימונה,הרמה,35,,,exact,203966.98,553116.92,,,File A,ok
001027-073567-00520-X,"הרצל 55, דימונה",דימונה,הרצל,55,,,exact,202979.81,552910.30,,,Both (File A & B),ok
001027-073567-00521-X,"הרצל 101, דימונה",דימונה,הרצל,101,,,exact,202577.25,552830.43,,,File A,ok
001027-073567-00522-X,"הרצל 58, דימונה",דימונה,הרצל,58,,,exact,202916.48,553067.27,,,File A,ok
001027-073567-00523-X,"הרצל 90, דימונה",דימונה,הרצל,90,,,exact,202838.60,552983.89,,,File A,ok
001027-073567-00524-X,"הרצל 50, דימונה",דימונה,הרצל,50,,,exact,202832.63,553076.60,,,File A,ok
001027-073567-00525-X,"הרצל 61, דימונה",דימונה,הרצל,61,,,exact,202929.34,552907.37,,,Both (File A & B),ok
001027-073567-00525-X,"הרצל 61, דימונה",דימונה,הרצל,61,,,exact,202929.34,552907.37,,,Both (File A & B),ok
001027-073567-00525-X,"הרצל 61, דימונה",דימונה,הרצל,61,,,exact,202929.34,552907.37,,,Both (File A & B),ok
001027-073567-00526-X,"הרצל 75, דימונה",דימונה,הרצל,75,,,exact,202815.01,552904.11,,,File A,ok
001027-073567-00527-X,"הרצל 54, דימונה",דימונה,הרצל,54,,,exact,202874.24,553090.62,,,File A,ok
001027-073567-00528-X,"הרצל 36, דימונה",דימונה,הרצל,36,,,exact,202934.61,552980.74,,,Both (File A & B),ok
001027-073567-00529-X,"הרצל 44, דימונה",דימונה,הרצל,44,,,exact,202810.13,552977.67,,,File A,ok
001027-073567-00530-X,"הרצל 34, דימונה",דימונה,הרצל,34,,,exact,202958.10,552980.51,,,Both (File A & B),ok
001027-073567-00531-X,"הרצל 48, דימונה",דימונה,הרצל,48,,,exact,202785.70,552971.96,,,File A,ok
001027-073567-00532-X,"הרצל 42, דימונה",דימונה,הרצל,42,,,exact,202838.40,552972.43,,,Both (File A & B),ok
001027-073567-00533-X,"הרצל 62, דימונה",דימונה,הרצל,62,,,exact,202932.34,553073.79,,,Both (File A & B),ok
001027-073567-00533-X,"הרצל 62, דימונה",דימונה,הרצל,62,,,exact,202932.34,553073.79,,,Both (File A & B),ok
001027-073567-00533-X,"הרצל 62, דימונה",דימונה,הרצל,62,,,exact,202932.34,553073.79,,,Both (File A & B),ok
001027-073567-00533-X,"הרצל 62, דימונה",דימונה,הרצל,62,,,exact,202932.34,553073.79,,,Both (File A & B),ok
001027-073567-00534-X,"הרצל 40, דימונה",דימונה,הרצל,40,,,exact,202880.48,552976.40,,,Both (File A & B),ok
001027-073567-00535-X,"הרצל 67, דימונה",דימונה,הרצל,67,,,exact,202877.43,552905.76,,,File A,ok
001027-073567-00536-X,"הרצל 29, דימונה",דימונה,הרצל,29,,,exact,203397.43,552906.24,,,File A,ok
001027-073567-00537-X,"הרצל 38, דימונה",דימונה,הרצל,38,,,exact,202907.82,552974.79,,,File A,ok
001027-073567-00538-X,"הרצל 64, דימונה",דימונה,הרצל,64,,,exact,202948.41,553074.86,,,File A,ok
001027-073567-00539-X,"הרצל 60, דימונה",דימונה,הרצל,60,,,exact,202915.86,553076.25,,,File A,ok
001027-073567-00540-X,"הרצל 19, דימונה",דימונה,הרצל,19,,,exact,203456.73,552886.89,,,File A,ok
001027-073567-00541-X,"הרצל 103, דימונה",דימונה,הרצל,103,,,exact,202561.77,552867.21,,,File A,ok
001027-073567-00542-X,"הרצל 99, דימונה",דימונה,הרצל,99,,,exact,202592.83,552875.91,,,File A,ok
001027-073567-00543-X,"הרצל 52, דימונה",דימונה,הרצל,52,,,exact,202833.25,553087.01,,,File A,ok
001027-073567-00544-X,"הרצל 56, דימונה",דימונה,הרצל,56,,,exact,202874.86,553079.84,,,File A,ok
001027-073567-00545-X,"הרצל 97, דימונה",דימונה,הרצל,97,,,exact,202634.77,552886.94,,,File A,ok
001027-073567-00546-X,"הרצל 89, דימונה",דימונה,הרצל,89,,,exact,202705.43,552893.95,,,File A,ok
001027-073567-00547-X,"הרצל 95, דימונה",דימונה,הרצל,95,,,exact,202649.79,552893.07,,,File A,ok
001027-073567-00548-X,"הרצל 91, דימונה",דימונה,הרצל,91,,,exact,202678.84,552897.31,,,File A,ok
001027-073567-00549-X,"הרצל 93, דימונה",דימונה,הרצל,93,,,exact,202663.81,552886.99,,,File A,ok
001027-073567-00550-X,"הרצל 85, דימונה",דימונה,הרצל,85,,,exact,202734.26,552900.18,,,File A,ok
001027-073567-00551-X,"הרצל 107, דימונה",דימונה,הרצל,107,,,exact,202527.34,552856.87,,,File A,ok
001027-073567-00552-X,"הרצל 105, דימונה",דימונה,הרצל,105,,,exact,202544.86,552823.58,,,File A,ok
001027-073567-00553-X,"הרצל 83, דימונה",דימונה,הרצל,83,,,exact,202749.29,552904.96,,,File A,ok
001027-073567-00554-X,"הרצל 87, דימונה",דימונה,הרצל,87,,,exact,202717.37,552902.26,,,File A,ok
001027-073567-00555-X,"השבלים 13, דימונה",דימונה,השבלים,13,,,exact,202832.14,552439.49,,,File A,ok
001027-073567-00556-X,"השבלים 81, דימונה",דימונה,השבלים,81,,,exact,202457.83,552438.19,,,File A,ok
001027-073567-00557-X,"השבלים 4, דימונה",דימונה,השבלים,4,,,exact,202854.89,552481.99,,,File A,ok
001027-073567-00558-X,"השבלים 10, דימונה",דימונה,השבלים,10,,,exact,202785.53,552501.73,,,File A,ok
001027-073567-00559-X,"השבלים 58, דימונה",דימונה,השבלים,58,,,exact,202573.35,552492.01,,,File A,ok
001027-073567-00560-X,"השבלים 69, דימונה",דימונה,השבלים,69,,,exact,202543.33,552455.08,,,File A,ok
001027-073567-00561-X,"השבלים 49, דימונה",דימונה,השבלים,49,,,exact,202677.36,552480.58,,,File A,ok
001027-073567-00562-X,"השבלים 78, דימונה",דימונה,השבלים,78,,,exact,202444.55,552458.88,,,File A,ok
001027-073567-00563-X,"השבלים 62, דימונה",דימונה,השבלים,62,,,exact,202548.82,552487.81,,,File A,ok
001027-073567-00564-X,"השבלים 72, דימונה",דימונה,השבלים,72,,,exact,202494.62,552473.83,,,File A,ok
001027-073567-00565-X,"השבלים 66, דימונה",דימונה,השבלים,66,,,exact,202524.22,552486.66,,,File A,ok
001027-081311-00048-X,"השיטה 48, דימונה",דימונה,השיטה,48,,8612220,exact,202858.93,552630.32,693735.47,3438549.24,File B,ok
001027-081311-00048-א,"השיטה 48, דימונה",דימונה,השיטה,48,א,8612221,exact,202858.93,552630.32,693735.47,3438549.24,File B,ok
001027-081311-00048-ב,"השיטה 48, דימונה",דימונה,השיטה,48,ב,8612222,exact,202858.93,552630.32,693735.47,3438549.24,File B,ok
001027-081311-00048-ג,"השיטה 48, דימונה",דימונה,השיטה,48,ג,8612223,exact,202858.93,552630.32,693735.47,3438549.24,File B,ok
001027-081311-00047-א,"השיטה 47, דימונה",דימונה,השיטה,47,א,8612215,exact,202894.55,552640.36,693770.88,3438559.98,File B,ok
001027-081311-00047-ב,"השיטה 47, דימונה",דימונה,השיטה,47,ב,8612216,exact,202894.55,552640.36,693770.88,3438559.98,File B,ok
001027-081311-00047-ג,"השיטה 47, דימונה",דימונה,השיטה,47,ג,8612217,exact,202894.55,552640.36,693770.88,3438559.98,File B,ok
001027-081311-00047-ד,"השיטה 47, דימונה",דימונה,השיטה,47,ד,8612218,exact,202894.55,552640.36,693770.88,3438559.98,File B,ok
001027-081311-00047-ה,"השיטה 47, דימונה",דימונה,השיטה,47,ה,8612219,exact,202894.55,552640.36,693770.88,3438559.98,File B,ok
001027-081311-00045-X,"השיטה 45, דימונה",דימונה,השיטה,45,,8612201,exact,202876.71,552582.65,693754.19,3438501.93,File B,ok
001027-081311-00045-ה,"השיטה 45, דימונה",דימונה,השיטה,45,ה,8612206,exact,202876.71,552582.65,693754.19,3438501.93,File B,ok
001027-081311-00045-ו,"השיטה 45, דימונה",דימונה,השיטה,45,ו,8612207,exact,202876.71,552582.65,693754.19,3438501.93,File B,ok
001027-081311-00045-ז,"השיטה 45, דימונה",דימונה,השיטה,45,ז,8612208,exact,202876.71,552582.65,693754.19,3438501.93,File B,ok
001027-073567-00569-X,"השיטה 24, דימונה",דימונה,השיטה,24,,,street,202892.49,552614.20,,,File A,ok
001027-073567-00570-X,"השיריון 87, דימונה",דימונה,השיריון,87,,,exact,202777.44,553873.96,,,File A,ok
001027-073567-00571-X,"השיריון 86, דימונה",דימונה,השיריון,86,,,exact,202802.72,553876.25,,,File A,ok
001027-073567-00572-X,"השיריון 84, דימונה",דימונה,השיריון,84,,,exact,202752.42,553902.59,,,File A,ok
001027-073567-00573-X,"השיריון 83, דימונה",דימונה,השיריון,83,,,exact,202737.92,553868.78,,,File A,ok
001027-073567-00574-X,"השלוה 18, דימונה",דימונה,השלוה,18,,,exact,203646.37,553723.05,,,File A,ok
001027-073567-00575-X,"השלוה 6, דימונה",דימונה,השלוה,6,,,exact,203635.79,553509.66,,,File A,ok
001027-073567-00576-X,"השלוה 2, דימונה",דימונה,השלוה,2,,,exact,203655.11,553450.59,,,File A,ok
001027-073567-00577-X,"השלוה 8, דימונה",דימונה,השלוה,8,,,exact,203636.91,553547.14,,,File A,ok
001027-073567-00578-X,"השלום 9, דימונה",דימונה,השלום,9,,,exact,203324.72,553554.51,,,File A,ok
001027-073567-00579-X,"השלום 32, דימונה",דימונה,השלום,32,,,exact,203492.95,553585.78,,,File A,ok
001027-073567-00580-X,"השלום 12, דימונה",דימונה,השלום,12,,,exact,203346.84,553533.91,,,File A,ok
001027-073567-00581-X,"השלום 23, דימונה",דימונה,השלום,23,,,exact,203359.67,553583.81,,,File A,ok
001027-073567-00582-X,"השלום 22, דימונה",דימונה,השלום,22,,,exact,203375.45,553557.58,,,File A,ok
001027-073567-00583-X,"השלום 204, דימונה",דימונה,השלום,204,,,exact,203310.00,553511.83,,,File A,ok
001027-073567-00584-X,"השלום 26, דימונה",דימונה,השלום,26,,,exact,203396.59,553560.65,,,File A,ok
001027-073567-00585-X,"השלום 71, דימונה",דימונה,השלום,71,,,exact,203545.92,553657.43,,,File A,ok
001027-073567-00586-X,"השלום 47, דימונה",דימונה,השלום,47,,,exact,203468.85,553616.25,,,File A,ok
001027-073567-00587-X,"השלום 59, דימונה",דימונה,השלום,59,,,exact,203508.41,553640.33,,,File A,ok
001027-073567-00588-X,"השלום 34, דימונה",דימונה,השלום,34,,,exact,203505.66,553600.46,,,File A,ok
001027-073567-00589-X,"השלום 25, דימונה",דימונה,השלום,25,,,exact,203371.33,553591.13,,,File A,ok
001027-073567-00590-X,"השלום 52, דימונה",דימונה,השלום,52,,,exact,203548.48,553626.19,,,File A,ok
001027-073567-00591-X,"התאנה 43, דימונה",דימונה,התאנה,43,,,exact,202647.75,552636.68,,,File A,ok
001027-073567-00592-X,"התאנה 27, דימונה",דימונה,התאנה,27,,,exact,202533.84,552620.33,,,File A,ok
001027-073567-00593-X,"התאנה 14, דימונה",דימונה,התאנה,14,,,exact,202434.95,552568.79,,,File A,ok
001027-073567-00594-X,"התאנה 1, דימונה",דימונה,התאנה,1,,,exact,202335.07,552556.91,,,File A,ok
001027-073567-00595-X,"התאנה 21, דימונה",דימונה,התאנה,21,,,exact,202474.43,552610.54,,,File A,ok
001027-073567-00596-X,"התאנה 11, דימונה",דימונה,התאנה,11,,,exact,202391.31,552582.48,,,File A,ok
001027-073567-00597-X,"התאנה 34, דימונה",דימונה,התאנה,34,,,exact,202548.86,552599.83,,,File A,ok
001027-073567-00598-X,"התאנה 22, דימונה",דימונה,התאנה,22,,,exact,202481.31,552584.25,,,File A,ok
001027-073567-00599-X,"התאנה 48, דימונה",דימונה,התאנה,48,,,exact,202628.10,552606.73,,,File A,ok
001027-073567-00600-X,"ורדימון יצחק 1, דימונה",דימונה,ורדימון יצחק,1,,,exact,202182.03,553582.91,,,File A,ok
001027-073567-00601-X,"חגי 52, דימונה",דימונה,חגי,52,,,exact,203502.16,554010.98,,,File A,ok
001027-073567-00602-X,"חגי 24, דימונה",דימונה,חגי,24,,,exact,203301.84,554007.67,,,File A,ok
001027-073567-00603-X,"חגי 56, דימונה",דימונה,חגי,56,,,exact,203527.33,554005.16,,,File A,ok
001027-073567-00604-X,"חגי 42, דימונה",דימונה,חגי,42,,,exact,203423.11,554009.22,,,File A,ok
001027-073567-00605-X,"חגי 2, דימונה",דימונה,חגי,2,,,exact,203274.44,554131.34,,,File A,ok
001027-073567-00606-X,"חגי 6, דימונה",דימונה,חגי,6,,,exact,203263.82,554114.54,,,File A,ok
001027-073567-00607-X,"חגי 50, דימונה",דימונה,חגי,50,,,exact,203486.34,554007.28,,,File A,ok
001027-073567-00608-X,"חגי 12, דימונה",דימונה,חגי,12,,,exact,203275.54,554073.09,,,File A,ok
001027-073567-00609-X,"חגי 16, דימונה",דימונה,חגי,16,,,exact,203272.79,554044.08,,,File A,ok
001027-073567-00610-X,"חטיבת אלכסנדרוני 143, דימונה",דימונה,חטיבת אלכסנדרוני,143,,,street,202848.77,553905.60,,,File A,ok
001027-073567-00611-X,"חטיבת גבעתי 176, דימונה",דימונה,חטיבת גבעתי,176,,,exact,202555.46,553802.20,,,File A,ok
001027-073567-00612-X,"חטיבת גבעתי 174, דימונה",דימונה,חטיבת גבעתי,174,,,exact,202525.41,553799.95,,,File A,ok
001027-073567-00613-X,"חטיבת גולני 1, דימונה",דימונה,חטיבת גולני,1,,,exact,202895.12,553764.30,,,File A,ok
001027-073567-00614-X,"חטיבת גולני 3, דימונה",דימונה,חטיבת גולני,3,,,exact,202884.75,553768.42,,,File A,ok
001027-073567-00615-X,"חטיבת גולני 154, דימונה",דימונה,חטיבת גולני,154,,,exact,202912.49,553805.34,,,File A,ok
001027-073567-00616-X,"חטיבת גולני 153, דימונה",דימונה,חטיבת גולני,153,,,exact,202885.20,553804.73,,,File A,ok
001027-073567-00617-X,"חטיבת גולני 152, דימונה",דימונה,חטיבת גולני,152,,,exact,202901.16,553830.38,,,File A,ok
001027-073567-00618-X,"חטיבת הנגב 78, דימונה",דימונה,חטיבת הנגב,78,,,exact,202641.34,553868.32,,,File A,ok
001027-073567-00619-X,"חטיבת הנגב 166, דימונה",דימונה,חטיבת הנגב,166,,,exact,202552.55,553892.05,,,File A,ok
001027-073567-00620-X,"חטיבת הנגב 5, דימונה",דימונה,חטיבת הנגב,5,,,exact,202621.32,553838.07,,,File A,ok
001027-073567-00621-X,"חטיבת הנגב 159, דימונה",דימונה,חטיבת הנגב,159,,,exact,202556.95,553867.69,,,File A,ok
001027-073567-00622-X,"חטיבת הנגב 165, דימונה",דימונה,חטיבת הנגב,165,,,exact,202561.21,553888.54,,,File A,ok
001027-073567-00623-X,"חטיבת הנגב 164, דימונה",דימונה,חטיבת הנגב,164,,,exact,202581.91,553892.67,,,File A,ok
001027-073567-00624-X,"חטיבת הנגב 79, דימונה",דימונה,חטיבת הנגב,79,,,exact,202626.29,553879.97,,,File A,ok
001027-073567-00625-X,"חטיבת הראל 81, דימונה",דימונה,חטיבת הראל,81,,,exact,202690.50,553901.65,,,File A,ok
001027-073567-00626-X,"חטיבת הראל 18, דימונה",דימונה,חטיבת הראל,18,,,exact,202697.31,553879.32,,,File A,ok
001027-073567-00627-X,"חטיבת הראל 15, דימונה",דימונה,חטיבת הראל,15,,,exact,202733.98,553885.05,,,File A,ok
001027-073567-00628-X,"חטיבת הראל 80, דימונה",דימונה,חטיבת הראל,80,,,exact,202652.29,553894.02,,,File A,ok
001027-073567-00629-X,"חירם 2, דימונה",דימונה,חירם,2,,,street,202691.93,553550.05,,,File A,ok
001027-073567-00630-X,"חמת גדר 20, דימונה",דימונה,חמת גדר,20,,,exact,203435.05,551606.16,,,File A,ok
001027-073567-00631-X,"חמת גדר 12, דימונה",דימונה,חמת גדר,12,,,exact,203428.75,551655.44,,,File A,ok
001027-073567-00632-X,"חמת גדר 8, דימונה",דימונה,חמת גדר,8,,,exact,203435.57,551674.92,,,File A,ok
001027-073567-00633-X,"חמת גדר 2, דימונה",דימונה,חמת גדר,2,,,exact,203449.16,551698.99,,,File A,ok
001027-073567-00634-X,"חמת גדר 4, דימונה",דימונה,חמת גדר,4,,,exact,203443.38,551693.12,,,File A,ok
001027-073567-00635-X,"חמת גדר 5, דימונה",דימונה,חמת גדר,5,,,exact,203460.00,551612.87,,,File A,ok
001027-073567-00636-X,"חמת גדר 22, דימונה",דימונה,חמת גדר,22,,,exact,203441.21,551592.27,,,File A,ok
001027-073567-00637-X,"חמת גדר 24, דימונה",דימונה,חמת גדר,24,,,exact,203441.34,551585.31,,,File A,ok
001027-073567-00638-X,"חמת גדר 26, דימונה",דימונה,חמת גדר,26,,,exact,203450.70,551572.30,,,File A,ok
001027-073567-00639-X,"חצב 26, דימונה",דימונה,חצב,26,,,exact,203651.41,554119.25,,,File A,ok
001027-073567-00640-X,"חצב 2, דימונה",דימונה,חצב,2,,,exact,203659.41,554135.24,,,File A,ok
001027-073567-00641-X,"חצב 9, דימונה",דימונה,חצב,9,,,exact,203685.10,554055.15,,,File A,ok
001027-073567-00642-X,"חצב 18, דימונה",דימונה,חצב,18,,,exact,203620.34,554071.25,,,File A,ok
001027-073567-00643-X,"חצב 21, דימונה",דימונה,חצב,21,,,exact,203663.13,553998.50,,,File A,ok
001027-073567-00644-X,"חצב 37, דימונה",דימונה,חצב,37,,,exact,203596.56,554019.16,,,File A,ok
001027-073567-00645-X,"חצב 27, דימונה",דימונה,חצב,27,,,exact,203628.12,554005.25,,,File A,ok
001027-073567-00646-X,"חרוב 56, דימונה",דימונה,חרוב,56,,,exact,204113.10,554450.21,,,File A,ok
001027-073567-00647-X,"חרוב 8, דימונה",דימונה,חרוב,8,,,exact,203771.34,554325.41,,,File A,ok
001027-073567-00648-X,"חרוב 35, דימונה",דימונה,חרוב,35,,,exact,204020.92,554406.13,,,File A,ok
001027-073567-00649-X,"חרוב 36, דימונה",דימונה,חרוב,36,,,exact,204046.38,554380.81,,,File A,ok
001027-073567-00650-X,"חרוב 52, דימונה",דימונה,חרוב,52,,,exact,204096.40,554432.19,,,File A,ok
001027-073567-00651-X,"חרוב 19, דימונה",דימונה,חרוב,19,,,exact,203825.61,554368.99,,,File A,ok
001027-073567-00652-X,"חרוב 47, דימונה",דימונה,חרוב,47,,,exact,204059.92,554440.05,,,File A,ok
001027-073567-00653-X,"חרוב 7, דימונה",דימונה,חרוב,7,,,exact,203771.68,554365.94,,,File A,ok
001027-073567-00654-X,"חרוב 48, דימונה",דימונה,חרוב,48,,,exact,204083.08,554420.57,,,File A,ok
001027-073567-00655-X,"חרוב 23, דימונה",דימונה,חרוב,23,,,exact,203844.09,554367.20,,,File A,ok
001027-073567-00656-X,"חרוב 40, דימונה",דימונה,חרוב,40,,,exact,204060.47,554396.01,,,File A,ok
001027-073567-00657-X,"חרוב 22, דימונה",דימונה,חרוב,22,,,exact,203838.82,554329.10,,,File A,ok
001027-073567-00658-X,"חרוב 20, דימונה",דימונה,חרוב,20,,,exact,203826.44,554327.23,,,File A,ok
001027-073567-00659-X,"חרצית 10, דימונה",דימונה,חרצית,10,,,exact,204023.47,554454.15,,,File A,ok
001027-073567-00660-X,"חרצית 8, דימונה",דימונה,חרצית,8,,,exact,204016.69,554438.59,,,File A,ok
001027-073567-00661-X,"חרצית 2, דימונה",דימונה,חרצית,2,,,exact,203999.14,554427.24,,,File A,ok
001027-073567-00662-X,"חרצית 19, דימונה",דימונה,חרצית,19,,,exact,204004.54,554476.54,,,File A,ok
001027-073567-00663-X,"טופח 10, דימונה",דימונה,טופח,10,,,exact,203911.79,554415.11,,,File A,ok
001027-073567-00664-X,"טופח 16, דימונה",דימונה,טופח,16,,,exact,203933.14,554439.16,,,File A,ok
001027-073567-00665-X,"טופח 35, דימונה",דימונה,טופח,35,,,exact,203973.60,554525.50,,,File A,ok
001027-073567-00666-X,"טופח 28, דימונה",דימונה,טופח,28,,,exact,203984.01,554494.07,,,File A,ok
001027-073567-00667-X,"טופח 18, דימונה",דימונה,טופח,18,,,exact,203937.66,554441.92,,,File A,ok
001027-073567-00668-X,"טופח 11, דימונה",דימונה,טופח,11,,,exact,203871.29,554430.07,,,File A,ok
001027-073567-00669-X,"טופח 12, דימונה",דימונה,טופח,12,,,exact,203919.89,554428.07,,,File A,ok
001027-073567-00670-X,"טופח 37, דימונה",דימונה,טופח,37,,,exact,203971.92,554530.81,,,File A,ok
001027-073567-00671-X,"יגאל אלון 58, דימונה",דימונה,יגאל אלון,58,,,exact,203563.07,552465.86,,,File A,ok
001027-073567-00672-X,"יגאל אלון 2, דימונה",דימונה,יגאל אלון,2,,,exact,202983.71,552465.03,,,File A,ok
001027-073567-00673-X,"יגאל אלון 29, דימונה",דימונה,יגאל אלון,29,,,exact,203398.49,552503.35,,,File A,ok
001027-073567-00674-X,"יגאל אלון 47, דימונה",דימונה,יגאל אלון,47,,,exact,203530.49,552500.42,,,File A,ok
001027-073567-00675-X,"יגאל אלון 32, דימונה",דימונה,יגאל אלון,32,,,exact,203294.29,552454.46,,,File A,ok
001027-073567-00676-X,"יגאל אלון 18, דימונה",דימונה,יגאל אלון,18,,,exact,203166.33,552446.89,,,File A,ok
001027-073567-00677-X,"יגאל אלון 24, דימונה",דימונה,יגאל אלון,24,,,exact,203230.22,552451.45,,,File A,ok
001027-073567-00678-X,"יגאל אלון 60, דימונה",דימונה,יגאל אלון,60,,,exact,203633.44,552491.30,,,File A,ok
001027-073567-00679-X,"יגאל אלון 49, דימונה",דימונה,יגאל אלון,49,,,exact,203551.76,552502.29,,,File A,ok
001027-073567-00680-X,"יגאל אלון 44, דימונה",דימונה,יגאל אלון,44,,,exact,203391.67,552458.19,,,File A,ok
001027-073567-00681-X,"יגאל אלון 78, דימונה",דימונה,יגאל אלון,78,,,exact,203747.74,552749.41,,,File A,ok
001027-073567-00682-X,"יגאל אלון 8, דימונה",דימונה,יגאל אלון,8,,,exact,203043.84,552469.80,,,File A,ok
001027-073567-00683-X,"יגאל אלון 48, דימונה",דימונה,יגאל אלון,48,,,exact,203495.86,552443.33,,,File A,ok
001027-073567-00684-X,"יגאל אלון 4, דימונה",דימונה,יגאל אלון,4,,,exact,203002.34,552463.79,,,File A,ok
001027-073567-00685-X,"יגאל אלון 6, דימונה",דימונה,יגאל אלון,6,,,exact,203027.85,552469.47,,,File A,ok
001027-073567-00686-X,"יגאל אלון 82, דימונה",דימונה,יגאל אלון,82,,,exact,203754.68,552771.74,,,File A,ok
001027-073567-00687-X,"יגאל אלון 66, דימונה",דימונה,יגאל אלון,66,,,exact,203727.36,552688.01,,,File A,ok
001027-073567-00688-X,"יהודה הלוי 4, דימונה",דימונה,יהודה הלוי,4,,,exact,203831.50,553867.51,,,File A,ok
001027-073567-00689-X,"יהודה הלוי 5, דימונה",דימונה,יהודה הלוי,5,,,exact,203788.45,553935.58,,,File A,ok
001027-073567-00690-X,"יהודה הלוי 17, דימונה",דימונה,יהודה הלוי,17,,,exact,203891.25,553929.29,,,File A,ok
001027-073567-00691-X,"יהודה הלוי 15, דימונה",דימונה,יהודה הלוי,15,,,exact,203872.53,553936.22,,,File A,ok
001027-073567-00692-X,"יהודה הלוי 35, דימונה",דימונה,יהודה הלוי,35,,,exact,203919.53,553748.18,,,File A,ok
001027-073567-00693-X,"יהודה הלוי 21, דימונה",דימונה,יהודה הלוי,21,,,exact,203897.08,553880.88,,,File A,ok
001027-073567-00694-X,"יהודה הלוי 13, דימונה",דימונה,יהודה הלוי,13,,,exact,203855.77,553928.96,,,File A,ok
001027-073567-00695-X,"יהודה הלוי 2, דימונה",דימונה,יהודה הלוי,2,,,exact,203773.52,553866.78,,,File A,ok
001027-073567-00696-X,"יהודה הלוי 3, דימונה",דימונה,יהודה הלוי,3,,,exact,203768.59,553927.69,,,File A,ok
001027-073567-00697-X,"יהודה הלוי 31, דימונה",דימונה,יהודה הלוי,31,,,exact,203924.69,553784.17,,,File A,ok
001027-073567-00698-X,"יהודה הלוי 33, דימונה",דימונה,יהודה הלוי,33,,,exact,203930.41,553765.78,,,File A,ok
001027-073567-00699-X,"יהודה הלוי 27, דימונה",דימונה,יהודה הלוי,27,,,exact,203904.26,553836.21,,,File A,ok
001027-073567-00700-X,"יהודה הלוי 9, דימונה",דימונה,יהודה הלוי,9,,,exact,203811.14,553908.10,,,File A,ok
001027-073567-00701-X,"יהודה הלוי 1, דימונה",דימונה,יהודה הלוי,1,,,exact,203761.55,553909.02,,,File A,ok
001027-073567-00702-X,"יהודה הלוי 7, דימונה",דימונה,יהודה הלוי,7,,,exact,203804.98,553927.66,,,File A,ok
001027-073567-00703-X,"יהודה הלוי 37, דימונה",דימונה,יהודה הלוי,37,,,exact,203907.58,553740.83,,,File A,ok
001027-073567-00704-X,"יהודה הלוי 39, דימונה",דימונה,יהודה הלוי,39,,,exact,203885.88,553740.13,,,File A,ok
001027-073567-00705-X,"יהודה הלוי 11, דימונה",דימונה,יהודה הלוי,11,,,exact,203848.39,553909.75,,,File A,ok
001027-073567-00706-X,"יודפת 8, דימונה",דימונה,יודפת,8,,,exact,203307.65,551644.53,,,File A,ok
001027-073567-00707-X,"יודפת 24, דימונה",דימונה,יודפת,24,,,exact,203322.47,551551.01,,,File A,ok
001027-073567-00708-X,"יודפת 4, דימונה",דימונה,יודפת,4,,,exact,203310.23,551665.31,,,File A,ok
001027-073567-00709-X,"יודפת 14, דימונה",דימונה,יודפת,14,,,exact,203311.62,551613.37,,,File A,ok
001027-073567-00710-X,"יודפת 20, דימונה",דימונה,יודפת,20,,,exact,203313.48,551569.38,,,File A,ok
001027-073567-00711-X,"יודפת 17, דימונה",דימונה,יודפת,17,,,exact,203346.27,551563.22,,,File A,ok
001027-073567-00712-X,"יודפת 3, דימונה",דימונה,יודפת,3,,,exact,203342.24,551661.35,,,File A,ok
001027-073567-00713-X,"יודפת 16, דימונה",דימונה,יודפת,16,,,exact,203311.52,551594.91,,,File A,ok
001027-073567-00714-X,"ירושלים 34, דימונה",דימונה,ירושלים,34,,,exact,203806.24,551774.34,,,File A,ok
