id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,utm_x,utm_y,source_file,status
001027-073567-00000-X,"אבן גבירול 26, דימונה",דימונה,אבן גבירול,26,,,exact,204095.45,553728.79,,,File A,ok
001027-073567-00001-X,"אבן גבירול 20, דימונה",דימונה,אבן גבירול,20,,,exact,204114.25,553793.90,,,File A,ok
001027-073567-00002-X,"אבן גבירול 21, דימונה",דימונה,אבן גבירול,21,,,exact,204106.73,553926.11,,,File A,ok
001027-073567-00003-X,"אבן גבירול 33, דימונה",דימונה,אבן גבירול,33,,,exact,204167.29,553839.37,,,File A,ok
001027-073567-00004-X,"אבן גבירול 17, דימונה",דימונה,אבן גבירול,17,,,exact,204073.57,553927.98,,,File A,ok
001027-073567-00005-X,"אבן גבירול 18, דימונה",דימונה,אבן גבירול,18,,,exact,204095.77,553802.08,,,File A,ok
001027-073567-00006-X,"אבן גבירול 36, דימונה",דימונה,אבן גבירול,36,,,exact,204113.59,553646.56,,,File A,ok
001027-073567-00007-X,"אבן גבירול 9, דימונה",דימונה,אבן גבירול,9,,,exact,203991.86,553909.08,,,File A,ok
001027-073567-00008-X,"אבן גבירול 29, דימונה",דימונה,אבן גבירול,29,,,exact,204171.66,553889.26,,,File A,ok
001027-073567-00009-X,"אבן גבירול 28, דימונה",דימונה,אבן גבירול,28,,,exact,204114.83,553721.23,,,File A,ok
001027-073567-00010-X,"אבן גבירול 14, דימונה",דימונה,אבן גבירול,14,,,exact,204097.41,553840.27,,,File A,ok
001027-073567-00011-X,"אבן גבירול 35, דימונה",דימונה,אבן גבירול,35,,,exact,204174.33,553823.66,,,File A,ok
001027-073567-00012-X,"אבן גבירול 22, דימונה",דימונה,אבן גבירול,22,,,exact,204095.65,553763.44,,,File A,ok
001027-073567-00013-X,"אבן גבירול 51, דימונה",דימונה,אבן גבירול,51,,,exact,204166.37,553650.45,,,File A,ok
001027-073567-00014-X,"אבן גבירול 19, דימונה",דימונה,אבן גבירול,19,,,exact,204079.56,553909.90,,,File A,ok
001027-073567-00015-X,"אבן גבירול 4, דימונה",דימונה,אבן גבירול,4,,,exact,203968.16,553858.84,,,File A,ok
001027-073567-00016-X,"אבן גבירול 16, דימונה",דימונה,אבן גבירול,16,,,exact,204088.50,553820.68,,,File A,ok
001027-073567-00017-X,"אבן גבירול 24, דימונה",דימונה,אבן גבירול,24,,,exact,204089.59,553745.38,,,File A,ok
001027-073567-00018-X,"אבן גבירול 43, דימונה",דימונה,אבן גבירול,43,,,exact,204168.27,553735.94,,,File A,ok
001027-073567-00019-X,"אבן גבירול 47, דימונה",דימונה,אבן גבירול,47,,,exact,204175.32,553684.90,,,File A,ok
001027-073567-00020-X,"אבן גבירול 1, דימונה",דימונה,אבן גבירול,1,,,exact,203943.00,553908.81,,,File A,ok
001027-073567-00021-X,"אבן גבירול 15, דימונה",דימונה,אבן גבירול,15,,,exact,204055.26,553935.22,,,File A,ok
001027-073567-00022-X,"אבן גבירול 2, דימונה",דימונה,אבן גבירול,2,,,exact,203953.25,553862.86,,,File A,ok
001027-073567-00023-X,"אבן גבירול 30, דימונה",דימונה,אבן גבירול,30,,,exact,204095.52,553688.89,,,File A,ok
001027-073567-00024-X,"אבן גבירול 45, דימונה",דימונה,אבן גבירול,45,,,exact,204168.78,553701.52,,,File A,ok
001027-073567-00025-X,"אבן גבירול 5, דימונה",דימונה,אבן גבירול,5,,,exact,203966.66,553935.14,,,File A,ok
001027-073567-00026-X,"אבן גבירול 11, דימונה",דימונה,אבן גבירול,11,,,exact,204030.42,553909.30,,,File A,ok
001027-073567-00027-X,"אבן גבירול 31, דימונה",דימונה,אבן גבירול,31,,,exact,204164.18,553871.98,,,File A,ok
001027-073567-00028-X,"אבן גבירול 7, דימונה",דימונה,אבן גבירול,7,,,exact,203984.57,553928.08,,,File A,ok
001027-073567-00029-X,"אבן גבירול 34, דימונה",דימונה,אבן גבירול,34,,,exact,204096.23,553653.60,,,File A,ok
001027-073567-00030-X,"אבן גבירול 23, דימונה",דימונה,אבן גבירול,23,,,exact,204123.25,553935.75,,,File A,ok
001027-073567-00031-X,"אבן גבירול 10, דימונה",דימונה,אבן גבירול,10,,,exact,204056.89,553858.56,,,File A,ok
001027-073567-00032-X,"אבן גבירול 8, דימונה",דימונה,אבן גבירול,8,,,exact,204037.68,553865.11,,,File A,ok
001027-073567-00033-X,"אבן גבירול 25, דימונה",דימונה,אבן גבירול,25,,,exact,204140.67,553927.53,,,File A,ok
001027-073567-00034-X,"אבן גבירול 3, דימונה",דימונה,אבן גבירול,3,,,exact,203949.49,553926.61,,,File A,ok
001027-073567-00035-X,"אבן גבירול 37, דימונה",דימונה,אבן גבירול,37,,,exact,204166.37,553805.73,,,File A,ok
001027-073567-00036-X,"אבן גבירול 6, דימונה",דימונה,אבן גבירול,6,,,exact,203986.43,553865.49,,,File A,ok
001027-073567-00037-X,"אבן גבירול 41, דימונה",דימונה,אבן גבירול,41,,,exact,204174.58,553753.87,,,File A,ok
001027-073567-00038-X,"אבן גבירול 13, דימונה",דימונה,אבן גבירול,13,,,exact,204041.18,553929.52,,,File A,ok
001027-073567-00039-X,"אבן גבירול 12, דימונה",דימונה,אבן גבירול,12,,,exact,204076.67,553865.11,,,File A,ok
001027-073567-00040-X,"אבן גבירול 32, דימונה",דימונה,אבן גבירול,32,,,exact,204089.75,553671.45,,,File A,ok
001027-073567-00041-X,"אבן עזרא 5, דימונה",דימונה,אבן עזרא,5,,,exact,204067.36,553575.45,,,File A,ok
001027-073567-00042-X,"אבן עזרא 4, דימונה",דימונה,אבן עזרא,4,,,exact,204021.59,553587.94,,,File A,ok
001027-073567-00043-X,"אבן עזרא 19, דימונה",דימונה,אבן עזרא,19,,,exact,204064.94,553465.66,,,File A,ok
001027-073567-00044-X,"אבן עזרא 2, דימונה",דימונה,אבן עזרא,2,,,exact,204025.06,553601.02,,,File A,ok
001027-073567-00045-X,"אבן עזרא 13, דימונה",דימונה,אבן עזרא,13,,,exact,204067.19,553508.02,,,File A,ok
001027-073567-00046-X,"אבן עזרא 8, דימונה",דימונה,אבן עזרא,8,,,exact,204023.45,553556.27,,,File A,ok
001027-073567-00047-X,"אבן עזרא 1, דימונה",דימונה,אבן עזרא,1,,,exact,204066.98,553605.35,,,File A,ok
001027-073567-00048-X,"אבן עזרא 10, דימונה",דימונה,אבן עזרא,10,,,exact,204025.84,553542.11,,,File A,ok
001027-073567-00049-X,"אבן עזרא 3, דימונה",דימונה,אבן עזרא,3,,,exact,204065.87,553591.51,,,File A,ok
001027-073567-00050-X,"אבן עזרא 7, דימונה",דימונה,אבן עזרא,7,,,exact,204065.94,553563.20,,,File A,ok
001027-073567-00051-X,"אבן עזרא 9, דימונה",דימונה,אבן עזרא,9,,,exact,204067.06,553547.11,,,File A,ok
001027-073567-00052-X,"אדר 4, דימונה",דימונה,אדר,4,,,exact,203754.92,554079.35,,,File A,ok
001027-073567-00053-X,"אדר 21, דימונה",דימונה,אדר,21,,,exact,203843.73,554113.92,,,File A,ok
001027-073567-00054-X,"אדר 17, דימונה",דימונה,אדר,17,,,exact,203824.35,554115.39,,,File A,ok
001027-073567-00055-X,"אדר 12, דימונה",דימונה,אדר,12,,,exact,203791.29,554079.20,,,File A,ok
001027-073567-00056-X,"אדר 16, דימונה",דימונה,אדר,16,,,exact,203809.15,554078.10,,,File A,ok
001027-073567-00057-X,"אורון 6, דימונה",דימונה,אורון,6,,,exact,202863.97,552513.65,,,File A,ok
001027-073567-00058-X,"אורון 5, דימונה",דימונה,אורון,5,,,exact,202854.48,552555.75,,,File A,ok
001027-073567-00059-X,"אורון 11, דימונה",דימונה,אורון,11,,,exact,202917.91,552551.25,,,File A,ok
001027-073567-00060-X,"אורון 4, דימונה",דימונה,אורון,4,,,exact,202849.89,552515.99,,,File A,ok
001027-073567-00061-X,"אזוב 10, דימונה",דימונה,אזוב,10,,,exact,204193.11,554077.47,,,File A,ok
001027-073567-00062-X,"אזוב 4, דימונה",דימונה,אזוב,4,,,exact,204195.23,554045.63,,,File A,ok
001027-073567-00063-X,"אזוב 6, דימונה",דימונה,אזוב,6,,,exact,204192.90,554056.55,,,File A,ok
001027-073567-00064-X,"אלחריזי 9, דימונה",דימונה,אלחריזי,9,,,exact,204034.49,553703.74,,,File A,ok
001027-073567-00065-X,"אלחריזי 5, דימונה",דימונה,אלחריזי,5,,,exact,203969.71,553796.68,,,File A,ok
001027-073567-00066-X,"אלחריזי 7, דימונה",דימונה,אלחריזי,7,,,exact,204001.19,553751.92,,,File A,ok
001027-073567-00067-X,"אלחריזי 14, דימונה",דימונה,אלחריזי,14,,,exact,203989.33,553679.51,,,File A,ok
001027-073567-00068-X,"אלחריזי 22, דימונה",דימונה,אלחריזי,22,,,exact,204029.14,553633.91,,,File A,ok
001027-073567-00069-X,"אמנון ותמר 11, דימונה",דימונה,אמנון ותמר,11,,,exact,202994.83,553842.81,,,File A,ok
001027-073567-00070-X,"אמנון ותמר 9, דימונה",דימונה,אמנון ותמר,9,,,exact,202989.60,553828.06,,,File A,ok
001027-073567-00071-X,"אמנון ותמר 3, דימונה",דימונה,אמנון ותמר,3,,,exact,202992.94,553786.96,,,File A,ok
001027-073567-00072-X,"אמנון ותמר 19, דימונה",דימונה,אמנון ותמר,19,,,exact,202987.71,553904.56,,,File A,ok
001027-073567-00073-X,"אסף 1019, דימונה",דימונה,אסף,1019,,,exact,202617.21,553466.15,,,File A,ok
001027-073567-00074-X,"אסף 3, דימונה",דימונה,אסף,3,,,exact,202654.81,553554.09,,,File A,ok
001027-073567-00075-X,"אסף 18, דימונה",דימונה,אסף,18,,,exact,202666.26,553497.90,,,File A,ok
001027-073567-00076-X,"אקליפטוס 11, דימונה",דימונה,אקליפטוס,11,,,none,,,,,File A,ok
001027-073567-00077-X,"אקליפטוס 55, דימונה",דימונה,אקליפטוס,55,,,none,,,,,File A,ok
001027-073567-00078-X,"אקליפטוס 57, דימונה",דימונה,אקליפטוס,57,,,none,,,,,File A,ok
001027-073567-00079-X,"אקליפטוס 31, דימונה",דימונה,אקליפטוס,31,,,none,,,,,File A,ok
001027-073567-00080-X,"אקליפטוס 9, דימונה",דימונה,אקליפטוס,9,,,none,,,,,File A,ok
001027-073567-00081-X,"אקליפטוס 20, דימונה",דימונה,אקליפטוס,20,,,none,,,,,File A,ok
001027-073567-00082-X,"אקליפטוס 1, דימונה",דימונה,אקליפטוס,1,,,none,,,,,File A,ok
001027-073567-00083-X,"אקליפטוס 22, דימונה",דימונה,אקליפטוס,22,,,none,,,,,File A,ok
001027-073567-00084-X,"אקליפטוס 51, דימונה",דימונה,אקליפטוס,51,,,none,,,,,File A,ok
001027-073567-00085-X,"אקליפטוס 7, דימונה",דימונה,אקליפטוס,7,,,none,,,,,File A,ok
001027-073567-00086-X,"אקליפטוס 21, דימונה",דימונה,אקליפטוס,21,,,none,,,,,File A,ok
001027-073567-00087-X,"אקליפטוס 25, דימונה",דימונה,אקליפטוס,25,,,none,,,,,File A,ok
001027-073567-00088-X,"אשחר 5, דימונה",דימונה,אשחר,5,,,exact,204018.81,554113.70,,,File A,ok
001027-073567-00089-X,"אשחר 23, דימונה",דימונה,אשחר,23,,,exact,204100.29,554113.57,,,File A,ok
001027-073567-00090-X,"אשחר 25, דימונה",דימונה,אשחר,25,,,exact,204118.42,554110.28,,,File A,ok
001027-073567-00091-X,"אשחר 17, דימונה",דימונה,אשחר,17,,,exact,204080.68,554112.61,,,File A,ok
001027-073567-00092-X,"אשחר 20, דימונה",דימונה,אשחר,20,,,exact,204097.39,554085.66,,,File A,ok
001027-073567-00093-X,"אשחר 13, דימונה",דימונה,אשחר,13,,,exact,204058.45,554115.39,,,File A,ok
001027-073567-00094-X,"אשחר 6, דימונה",דימונה,אשחר,6,,,exact,204027.34,554081.58,,,File A,ok
001027-073567-00095-X,"אשחר 28, דימונה",דימונה,אשחר,28,,,exact,204133.92,554080.38,,,File A,ok
001027-073567-00096-X,"אשחר 16, דימונה",דימונה,אשחר,16,,,exact,204078.17,554082.22,,,File A,ok
001027-073567-00097-X,"אשחר 3, דימונה",דימונה,אשחר,3,,,exact,204005.84,554113.33,,,File A,ok
001027-073567-00098-X,"אשחר 24, דימונה",דימונה,אשחר,24,,,exact,204115.18,554081.70,,,File A,ok
001027-073567-00099-X,"אשחר 26, דימונה",דימונה,אשחר,26,,,exact,204121.95,554077.65,,,File A,ok
001027-073567-00100-X,"אשחר 31, דימונה",דימונה,אשחר,31,,,exact,204152.92,554116.50,,,File A,ok
001027-073567-00101-X,"בבא סאלי 53, דימונה",דימונה,בבא סאלי,53,,,exact,202855.79,552074.75,,,File A,ok
001027-073567-00102-X,"בבא סאלי 79, דימונה",דימונה,בבא סאלי,79,,,exact,203292.62,552274.07,,,Both (File A & B),ok
001027-073567-00102-X,"בבא סאלי 79, דימונה",דימונה,בבא סאלי,79,,,exact,203292.62,552274.07,,,Both (File A & B),ok
001027-077659-00074-X,"בבא סאלי 74, דימונה",דימונה,בבא סאלי,74,,8601734,exact,203045.78,552129.56,693932.23,3438052.26,File B (Preferred),resolved_preference
001027-077659-00074-א,"בבא סאלי 74, דימונה",דימונה,בבא סאלי,74,א,8601735,exact,203045.78,552129.56,693932.23,3438052.26,File B (Preferred),resolved_preference
001027-077659-00074-ב,"בבא סאלי 74, דימונה",דימונה,בבא סאלי,74,ב,8601736,exact,203045.78,552129.56,693932.23,3438052.26,File B (Preferred),resolved_preference
001027-073567-00104-X,"בבא סאלי 113, דימונה",דימונה,בבא סאלי,113,,,exact,203379.81,552323.71,,,File A,ok
001027-073567-00105-X,"בבא סאלי 121, דימונה",דימונה,בבא סאלי,121,,,exact,203431.84,552338.68,,,File A,ok
001027-073567-00106-X,"בבא סאלי 25, דימונה",דימונה,בבא סאלי,25,,,exact,202650.87,552084.22,,,Both (File A & B),ok
001027-073567-00107-X,"בבא סאלי 126, דימונה",דימונה,בבא סאלי,126,,,exact,203463.78,552407.02,,,File A,ok
001027-077659-00070-X,"בבא סאלי 70, דימונה",דימונה,בבא סאלי,70,,8601719,exact,203208.81,552212.80,694093.59,3438138.72,File B (Preferred),resolved_preference
001027-077659-00031-X,"בבא סאלי 31, דימונה",דימונה,בבא סאלי,31,,8601031,exact,202696.85,552077.11,693584.39,3437992.89,File B (Preferred),resolved_preference
001027-073567-00110-X,"בבא סאלי 72, דימונה",דימונה,בבא סאלי,72,,,exact,203013.14,552117.26,,,Both (File A & B),ok
001027-073567-00110-X,"בבא סאלי 72, דימונה",דימונה,בבא סאלי,72,,,exact,203013.14,552117.26,,,Both (File A & B),ok
001027-073567-00110-X,"בבא סאלי 72, דימונה",דימונה,בבא סאלי,72,,,exact,203013.14,552117.26,,,Both (File A & B),ok
001027-073567-00111-X,"בבא סאלי 49, דימונה",דימונה,בבא סאלי,49,,,exact,202828.66,552073.84,,,File A,ok
001027-077659-00078-X,"בבא סאלי 78, דימונה",דימונה,בבא סאלי,78,,8601748,exact,203070.61,552139.49,693956.86,3438062.68,File B (Preferred),resolved_preference
001027-077659-00078-א,"בבא סאלי 78, דימונה",דימונה,בבא סאלי,78,א,8601749,exact,203070.61,552139.49,693956.86,3438062.68,File B (Preferred),resolved_preference
001027-077659-00078-ב,"בבא סאלי 78, דימונה",דימונה,בבא סאלי,78,ב,8601750,exact,203070.61,552139.49,693956.86,3438062.68,File B (Preferred),resolved_preference
001027-077659-00078-ג,"בבא סאלי 78, דימונה",דימונה,בבא סאלי,78,ג,8601751,exact,203070.61,552139.49,693956.86,3438062.68,File B (Preferred),resolved_preference
001027-073567-00113-X,"בבא סאלי 20, דימונה",דימונה,בבא סאלי,20,,,exact,202644.45,552019.41,,,Both (File A & B),ok
001027-073567-00114-X,"בבא סאלי 12, דימונה",דימונה,בבא סאלי,12,,,exact,202596.58,552009.73,,,Both (File A & B),ok
001027-073567-00115-X,"בבא סאלי 54, דימונה",דימונה,בבא סאלי,54,,,exact,202880.53,552043.87,,,File A,ok
001027-073567-00116-X,"בבא סאלי 76, דימונה",דימונה,בבא סאלי,76,,,exact,203054.91,552133.94,,,Both (File A & B),ok
001027-073567-00116-X,"בבא סאלי 76, דימונה",דימונה,בבא סאלי,76,,,exact,203054.91,552133.94,,,Both (File A & B),ok
001027-077659-00066-X,"בבא סאלי 66, דימונה",דימונה,בבא סאלי,66,,8601709,exact,203079.51,552142.89,693965.69,3438066.26,File B,ok
001027-077659-00066-א,"בבא סאלי 66, דימונה",דימונה,בבא סאלי,66,א,8601710,exact,203079.51,552142.89,693965.69,3438066.26,File B,ok
001027-077659-00071-X,"בבא סאלי 71, דימונה",דימונה,בבא סאלי,71,,8601723,exact,203275.86,552229.62,694160.29,3438156.88,File B,ok
001027-077659-00071-א,"בבא סאלי 71, דימונה",דימונה,בבא סאלי,71,א,8601724,exact,203275.86,552229.62,694160.29,3438156.88,File B,ok
001027-077659-00071-ב,"בבא סאלי 71, דימונה",דימונה,בבא סאלי,71,ב,8601725,exact,203275.86,552229.62,694160.29,3438156.88,File B,ok
001027-077659-00071-ג,"בבא סאלי 71, דימונה",דימונה,בבא סאלי,71,ג,8601726,exact,203275.86,552229.62,694160.29,3438156.88,File B,ok
001027-077659-00077-X,"בבא סאלי 77, דימונה",דימונה,בבא סאלי,77,,8601744,exact,203155.18,552239.97,694039.42,3438164.83,File B,ok
001027-077659-00077-א,"בבא סאלי 77, דימונה",דימונה,בבא סאלי,77,א,8601745,exact,203155.18,552239.97,694039.42,3438164.83,File B,ok
001027-077659-00077-ב,"בבא סאלי 77, דימונה",דימונה,בבא סאלי,77,ב,8601746,exact,203155.18,552239.97,694039.42,3438164.83,File B,ok
001027-077659-00077-ג,"בבא סאלי 77, דימונה",דימונה,בבא סאלי,77,ג,8601747,exact,203155.18,552239.97,694039.42,3438164.83,File B,ok
001027-073567-00120-X,"בבא סאלי 60, דימונה",דימונה,בבא סאלי,60,,,exact,202956.73,552079.81,,,File A,ok
001027-073567-00121-X,"בבא סאלי 1, דימונה",דימונה,בבא סאלי,1,,,exact,202483.96,552131.08,,,Both (File A & B),ok
001027-073567-00122-X,"בבא סאלי 7, דימונה",דימונה,בבא סאלי,7,,,exact,202512.68,552117.20,,,Both (File A & B),ok
001027-077659-00021-X,"בבא סאלי 21, דימונה",דימונה,בבא סאלי,21,,8601021,exact,202607.41,552066.47,693495.18,3437980.48,File B,ok
001027-073567-00124-X,"בבא סאלי 56, דימונה",דימונה,בבא סאלי,56,,,exact,202926.14,552057.61,,,File A,ok
001027-077659-00069-X,"בבא סאלי 69, דימונה",דימונה,בבא סאלי,69,,8601716,exact,203176.80,552200.25,694061.83,3438125.55,File B,ok
001027-077659-00069-א,"בבא סאלי 69, דימונה",דימונה,בבא סאלי,69,א,8601717,exact,203176.80,552200.25,694061.83,3438125.55,File B,ok
001027-077659-00069-ב,"בבא סאלי 69, דימונה",דימונה,בבא סאלי,69,ב,8601718,exact,203176.80,552200.25,694061.83,3438125.55,File B,ok
001027-073567-00126-X,"בבא סאלי 52, דימונה",דימונה,בבא סאלי,52,,,exact,202869.27,552011.83,,,File A,ok
001027-073567-00127-X,"בבא סאלי 35, דימונה",דימונה,בבא סאלי,35,,,exact,202711.95,552069.38,,,Both (File A & B),ok
001027-073567-00128-X,"בבא סאלי 58, דימונה",דימונה,בבא סאלי,58,,,exact,202957.15,552046.79,,,File A,ok
001027-073567-00129-X,"בבא סאלי 73, דימונה",דימונה,בבא סאלי,73,,,exact,203062.79,552214.17,,,Both (File A & B),ok
001027-073567-00130-X,"בבא סאלי 5, דימונה",דימונה,בבא סאלי,5,,,exact,202502.13,552119.72,,,Both (File A & B),ok
001027-073567-00131-X,"בית שערים 21, דימונה",דימונה,בית שערים,21,,,exact,203315.09,551726.23,,,File A,ok
001027-073567-00132-X,"בית שערים 16, דימונה",דימונה,בית שערים,16,,,exact,203182.41,551745.77,,,File A,ok
001027-073567-00133-X,"בית שערים 29, דימונה",דימונה,בית שערים,29,,,exact,203356.67,551712.26,,,File A,ok
001027-073567-00134-X,"בית שערים 20, דימונה",דימונה,בית שערים,20,,,exact,203228.88,551730.73,,,File A,ok
001027-073567-00135-X,"בן גוריון 1101, דימונה",דימונה,בן גוריון,1101,,,exact,203263.84,553698.28,,,File A,ok
001027-073567-00136-X,"בן גוריון 1203, דימונה",דימונה,בן גוריון,1203,,,none,,,,,File A,ok
001027-073567-00137-X,"בן גוריון 102, דימונה",דימונה,בן גוריון,102,,,exact,203273.05,553677.61,,,File A,ok
001027-073567-00138-X,"בן גוריון 1065, דימונה",דימונה,בן גוריון,1065,,,none,,,,,File A,ok
001027-073567-00139-X,"בן גוריון 55, דימונה",דימונה,בן גוריון,55,,,exact,203227.12,553353.21,,,File A,ok
001027-073567-00140-X,"בן גוריון 5, דימונה",דימונה,בן גוריון,5,,,exact,203229.41,553040.97,,,File A,ok
001027-073567-00141-X,"בן גוריון 67, דימונה",דימונה,בן גוריון,67,,,exact,203209.11,553489.92,,,File A,ok
001027-073567-00142-X,"בן גוריון 1064, דימונה",דימונה,בן גוריון,1064,,,none,,,,,File A,ok
001027-073567-00143-X,"בן גוריון 17, דימונה",דימונה,בן גוריון,17,,,exact,203223.78,553131.00,,,File A,ok
001027-073567-00144-X,"בן גוריון 1318, דימונה",דימונה,בן גוריון,1318,,,exact,203261.49,553895.10,,,File A,ok
001027-073567-00145-X,"בן גוריון 3, דימונה",דימונה,בן גוריון,3,,,exact,203226.62,553020.12,,,File A,ok
001027-073567-00146-X,"בן גוריון 39, דימונה",דימונה,בן גוריון,39,,,exact,203229.28,553292.54,,,File A,ok
001027-073567-00147-X,"בן גוריון 1, דימונה",דימונה,בן גוריון,1,,,exact,203221.45,552994.72,,,File A,ok
001027-073567-00148-X,"בן גוריון 66, דימונה",דימונה,בן גוריון,66,,,exact,203207.83,553523.34,,,File A,ok
001027-073567-00149-X,"בן גוריון 87, דימונה",דימונה,בן גוריון,87,,,exact,203228.96,553637.98,,,File A,ok
001027-073567-00150-X,"בן גוריון 19, דימונה",דימונה,בן גוריון,19,,,exact,203230.10,553154.28,,,File A,ok
001027-073567-00151-X,"בן גוריון 81, דימונה",דימונה,בן גוריון,81,,,exact,203227.33,553590.62,,,File A,ok
001027-073567-00152-X,"בן גוריון 29, דימונה",דימונה,בן גוריון,29,,,exact,203229.59,553222.43,,,File A,ok
001027-073567-00153-X,"בן גוריון 91, דימונה",דימונה,בן גוריון,91,,,exact,203229.29,553662.65,,,File A,ok
001027-073567-00154-X,"בן גוריון 91, דימונה",דימונה,בן גוריון,91,,,exact,203229.29,553662.65,,,File A,ok
001027-073567-00155-X,"בן גוריון 89, דימונה",דימונה,בן גוריון,89,,,exact,203226.74,553651.00,,,File A,ok
001027-073567-00156-X,"בר כוכבא 3, דימונה",דימונה,בר כוכבא,3,,,exact,203427.02,552629.86,,,File A,ok
001027-073567-00157-X,"בר כוכבא 4, דימונה",דימונה,בר כוכבא,4,,,exact,203396.31,552648.04,,,File A,ok
001027-073567-00158-X,"בר כוכבא 1, דימונה",דימונה,בר כוכבא,1,,,exact,203427.14,552670.79,,,File A,ok
001027-073567-00159-X,"בר כוכבא 2, דימונה",דימונה,בר כוכבא,2,,,exact,203391.53,552674.56,,,File A,ok
001027-073567-00160-X,"בר כוכבא 5, דימונה",דימונה,בר כוכבא,5,,,exact,203426.46,552600.71,,,File A,ok
001027-073567-00161-X,"בר כוכבא 7, דימונה",דימונה,בר כוכבא,7,,,exact,203427.78,552573.34,,,File A,ok
001027-073567-00162-X,"בר כוכבא 10, דימונה",דימונה,בר כוכבא,10,,,exact,203392.17,552563.35,,,File A,ok
001027-073567-00163-X,"בר כוכבא 9, דימונה",דימונה,בר כוכבא,9,,,exact,203432.10,552545.00,,,File A,ok
001027-073567-00164-X,"בר כוכבא 6, דימונה",דימונה,בר כוכבא,6,,,exact,203393.23,552618.89,,,File A,ok
001027-073567-00165-X,"ברקן 23, דימונה",דימונה,ברקן,23,,,exact,203840.52,554241.92,,,File A,ok
001027-073567-00166-X,"ברקן 15, דימונה",דימונה,ברקן,15,,,exact,203807.45,554240.15,,,File A,ok
001027-073567-00167-X,"ברקן 7, דימונה",דימונה,ברקן,7,,,exact,203771.02,554239.38,,,File A,ok
001027-073567-00168-X,"ברקן 2, דימונה",דימונה,ברקן,2,,,exact,203749.28,554207.52,,,File A,ok
001027-073567-00169-X,"בשמת 13, דימונה",דימונה,בשמת,13,,,exact,204055.45,554239.42,,,File A,ok
001027-073567-00170-X,"בשמת 22, דימונה",דימונה,בשמת,22,,,exact,204097.77,554208.71,,,File A,ok
001027-073567-00171-X,"בשמת 16, דימונה",דימונה,בשמת,16,,,exact,204061.57,554204.45,,,File A,ok
001027-073567-00172-X,"בשמת 8, דימונה",דימונה,בשמת,8,,,exact,204024.86,554204.07,,,File A,ok
001027-073567-00173-X,"בשמת 7, דימונה",דימונה,בשמת,7,,,exact,204023.77,554235.55,,,File A,ok
001027-073567-00174-X,"בשמת 17, דימונה",דימונה,בשמת,17,,,exact,204080.89,554239.29,,,File A,ok
001027-073567-00175-X,"בשמת 4, דימונה",דימונה,בשמת,4,,,exact,204006.77,554206.80,,,File A,ok
001027-073567-00176-X,"בשמת 26, דימונה",דימונה,בשמת,26,,,exact,204114.24,554209.04,,,File A,ok
001027-073567-00177-X,"בשמת 18, דימונה",דימונה,בשמת,18,,,exact,204080.49,554210.91,,,File A,ok
001027-073567-00178-X,"בשמת 6, דימונה",דימונה,בשמת,6,,,exact,204017.35,554205.48,,,File A,ok
001027-073567-00179-X,"בשמת 5, דימונה",דימונה,בשמת,5,,,exact,204020.51,554239.12,,,File A,ok
001027-073567-00180-X,"בשמת 21, דימונה",דימונה,בשמת,21,,,exact,204098.61,554239.76,,,File A,ok
001027-073567-00181-X,"בת חן 2, דימונה",דימונה,בת חן,2,,,exact,203016.93,553837.32,,,File A,ok
001027-073567-00182-X,"בת חן 14, דימונה",דימונה,בת חן,14,,,exact,203159.41,553834.48,,,File A,ok
001027-073567-00183-X,"בת חן 15, דימונה",דימונה,בת חן,15,,,exact,203155.41,553865.04,,,File A,ok
001027-073567-00184-X,"בת חן 7, דימונה",דימונה,בת חן,7,,,exact,203062.07,553863.85,,,File A,ok
001027-073567-00185-X,"גדולי התורה 20, דימונה",דימונה,גדולי התורה,20,,,exact,203481.13,553835.16,,,File A,ok
001027-073567-00186-X,"גדולי התורה 14, דימונה",דימונה,גדולי התורה,14,,,exact,203436.88,553831.72,,,File A,ok
001027-073567-00187-X,"גדולי התורה 7, דימונה",דימונה,גדולי התורה,7,,,exact,203316.29,553840.75,,,File A,ok
001027-073567-00188-X,"גדולי התורה 1308, דימונה",דימונה,גדולי התורה,1308,,,exact,203401.08,553838.75,,,File A,ok
001027-073567-00189-X,"גולדה מאיר 3, דימונה",דימונה,גולדה מאיר,3,,,exact,202879.44,553313.74,,,File A,ok
001027-073567-00190-X,"גולדה מאיר 5, דימונה",דימונה,גולדה מאיר,5,,,exact,202955.35,553325.75,,,File A,ok
001027-073567-00191-X,"גולדה מאיר 1034, דימונה",דימונה,גולדה מאיר,1034,,,exact,202946.47,553619.45,,,File A,ok
001027-073567-00192-X,"גולדה מאיר 2, דימונה",דימונה,גולדה מאיר,2,,,exact,202916.59,553263.11,,,File A,ok
001027-073567-00193-X,"גולדה מאיר 4, דימונה",דימונה,גולדה מאיר,4,,,exact,202960.78,553284.39,,,File A,ok
001027-073567-00194-X,"גמלא 68, דימונה",דימונה,גמלא,68,,,exact,203703.51,551741.90,,,File A,ok
001027-073567-00195-X,"גמלא 16, דימונה",דימונה,גמלא,16,,,exact,203264.60,551780.47,,,File A,ok
001027-073567-00196-X,"גמלא 30, דימונה",דימונה,גמלא,30,,,exact,203392.50,551740.72,,,File A,ok
