utm_x,utm_y,lat,lon,file_street,file_house,file_match_type
694133.24,3439038.7,31.0690931,35.0347988,המלך דוד,,street
694027.62,3439005.25,31.0688089,35.0336859,המלך דוד,288,exact
694028.83,3439031.25,31.0690432,35.0337036,המלך דוד,289,exact
694071.32,3439057.94,31.0692768,35.0341538,המלך דוד,293,exact
693963,3439672.61,31.0748374,35.0331371,סטרומה,,street
694505.92,3438738.31,31.0663227,35.0386451,רחבת האיסיים,1,exact
694500.98,3438712.87,31.0660941,35.0385885,רחבת האיסיים,2,exact
694518.69,3438711.88,31.0660822,35.0387738,רחבת האיסיים,4,exact
694546.1,3438724.69,31.0661932,35.0390634,רחבת האיסיים,5,exact
694531.15,3438678.87,31.0657825,35.038898,רחבת האיסיים,6,exact
694561.09,3438722.09,31.0661673,35.0392199,רחבת האיסיים,7,exact
694550.39,3438668.74,31.065688,35.0390976,רחבת האיסיים,8,exact
694567.14,3438702.31,31.0659879,35.0392795,רחבת האיסיים,9,street
694090.7,3438920.78,31.0680368,35.0343305,שד בן גוריון,1,exact
694095.37,3438946.29,31.068266,35.0343843,שד בן גוריון,3,exact
694097.74,3438967.18,31.068454,35.0344132,שד בן גוריון,5,exact
694095.51,3439020.56,31.0689357,35.0344001,שד בן גוריון,15,exact
694090.32,3439057.09,31.069266,35.0343527,שד בן גוריון,17,exact
694096.18,3439080.49,31.069476,35.0344186,שד בן גוריון,19,exact
694093.35,3439092.08,31.069581,35.0343912,שד בן גוריון,21,exact
694096.02,3439103.78,31.0696861,35.0344214,שד בן גוריון,23,exact
694095.68,3439129.25,31.0699158,35.0344227,שד בן גוריון,27,exact
694094.32,3439148.62,31.0700907,35.0344122,שד בן גוריון,29,exact
694091.34,3439159.51,31.0701894,35.0343831,שד בן גוריון,31,exact
694093.58,3439168.52,31.0702703,35.0344082,שד בן גוריון,33,exact
694092.92,3439188.35,31.0704492,35.0344051,שד בן גוריון,37,exact
694092.61,3439218.72,31.0707231,35.0344077,שד בן גוריון,39,exact
694092.41,3439227.4,31.0708014,35.0344073,שד בן גוריון,43,exact
694092.15,3439238.49,31.0709015,35.0344067,שד בן גוריון,47,exact
694091.91,3439249.03,31.0709965,35.0344062,שד בן גוריון,51,exact
694091.98,3439268.35,31.0711708,35.0344107,שד בן גוריון,53,exact
694091.82,3439289.81,31.0713643,35.0344131,שד בן גוריון,57,exact
694088.55,3439319.64,31.0716338,35.0343846,שד בן גוריון,63,exact
694091.33,3439330.27,31.0717292,35.0344157,שד בן גוריון,65,exact
694068.09,3439417.97,31.0725239,35.0341891,שד בן גוריון,67,exact
694089.12,3439395.08,31.072314,35.034405,שד בן גוריון,69,exact
694101.87,3439397.11,31.0723302,35.034539,שד בן גוריון,73,street
694082.76,3439528.43,31.0735175,35.034364,שד בן גוריון,83,exact
694084.59,3439540.93,31.0736299,35.0343856,שד בן גוריון,85,exact
694085.43,3439564.1,31.0738387,35.0343988,שד בן גוריון,87,exact
694082.95,3439577.07,31.0739561,35.0343754,שד בן גוריון,89,exact
694082.35,3439599.44,31.0741579,35.0343734,שד בן גוריון,93,exact
694084.4,3439610.83,31.0742603,35.034397,שד בן גוריון,95,exact
694081.86,3439624.42,31.0743833,35.034373,שד בן גוריון,97,exact
694069.03,3439644.25,31.0745642,35.0342424,שד בן גוריון,99,exact
694091.94,3439109.8,31.069741,35.0343798,שד בן גוריון,1041,exact
694088.1,3439168.57,31.0702716,35.0343509,שד בן גוריון,1042,exact
694088.41,3439245.92,31.0709691,35.034369,שד בן גוריון,1043,exact
694087.63,3439642.14,31.0745421,35.0344369,שד בן גוריון,1046,exact
694083.21,3439470.48,31.0729949,35.0343576,שד בן גוריון,1064,exact
694083.1,3439397.99,31.0723412,35.0343425,שד בן גוריון,1065,exact
694119.1,3439625.08,31.074383,35.0347633,שד בן גוריון,1101,exact
694112.85,3439821.83,31.0761583,35.0347356,שד בן גוריון,1318,exact
694164.52,3439472.42,31.0729989,35.0352098,דרך השלום,1,exact
694166.41,3439476.25,31.0730332,35.0352303,דרך השלום,3,exact
694186.44,3439453,31.0728202,35.0354357,דרך השלום,4,exact
694173.77,3439477.23,31.0730408,35.0353076,דרך השלום,5,exact
694188.94,3439460.54,31.0728878,35.0354634,דרך השלום,6,exact
694182.83,3439482.54,31.0730872,35.0354036,דרך השלום,9,exact
694197.04,3439462.45,31.0729037,35.0355486,דרך השלום,10,exact
694187.19,3439488.37,31.073139,35.0354504,דרך השלום,11,exact
694197.95,3439494.92,31.0731963,35.0355644,דרך השלום,13,exact
694200.37,3439501.59,31.073256,35.035591,דרך השלום,15,exact
694212.26,3439475.11,31.0730153,35.0357105,דרך השלום,16,exact
694206.75,3439500.18,31.0732423,35.0356576,דרך השלום,17,exact
694221.43,3439477.2,31.0730326,35.0358069,דרך השלום,18,exact
694209.02,3439507.39,31.0733069,35.0356827,דרך השלום,19,exact
694215.17,3439505.26,31.0732867,35.0357467,דרך השלום,21,exact
694233.49,3439486.62,31.0731156,35.0359351,דרך השלום,22,exact
694228.71,3439520.08,31.0734181,35.0358914,דרך השלום,25,exact
694254.57,3439490.1,31.0731435,35.0361566,דרך השלום,26,exact
694225.94,3439526.32,31.0734748,35.0358636,דרך השלום,27,exact
694286.07,3439493.96,31.0731731,35.0364873,דרך השלום,28,exact
694259.6,3439525.3,31.0734601,35.0362161,דרך השלום,29,exact
694318.89,3439504.44,31.0732621,35.0368332,דרך השלום,30,exact
694289.53,3439510.56,31.0733222,35.0365268,דרך השלום,31,street
694362.84,3439532.08,31.0735041,35.0372989,דרך השלום,34,exact
694371.6,3439538.28,31.0735586,35.0373919,דרך השלום,38,exact
694374.38,3439533.7,31.0735168,35.0374201,דרך השלום,40,exact
694381.35,3439544.47,31.0736128,35.0374952,דרך השלום,42,exact
694386.96,3439541.65,31.0735864,35.0375535,דרך השלום,44,exact
694325.71,3439547.13,31.073646,35.0369128,דרך השלום,47,exact
694398.32,3439544.57,31.0736109,35.037673,דרך השלום,48,exact
694343.96,3439558.32,31.0737438,35.0371062,דרך השלום,49,exact
694401.66,3439550.32,31.0736621,35.0377091,דרך השלום,50,exact
694347.04,3439553.78,31.0737024,35.0371376,דרך השלום,51,exact
694405.14,3439558.66,31.0737368,35.0377472,דרך השלום,52,exact
694353.67,3439564.51,31.0737981,35.0372091,דרך השלום,55,exact
694365.6,3439565.83,31.073808,35.0373343,דרך השלום,57,exact
694414.96,3439565.34,31.0737954,35.0378514,דרך השלום,58,exact
694364.8,3439572,31.0738637,35.0373271,דרך השלום,59,exact
694377.94,3439574.51,31.0738842,35.0374653,דרך השלום,61,exact
694385.49,3439573.73,31.0738759,35.0375442,דרך השלום,63,exact
694389.89,3439582.36,31.073953,35.037592,דרך השלום,65,exact
694399.39,3439582.2,31.07395,35.0376915,דרך השלום,69,exact
694428.2,3439605.98,31.0741597,35.0379979,דרך השלום,73,exact
694440.33,3439613.26,31.0742233,35.0381264,דרך השלום,77,exact
694453.17,3439614,31.0742278,35.038261,דרך השלום,81,exact
694351.77,3439681.87,31.0748566,35.0372118,מרחבים,,street
694573.62,3439754.13,31.0754715,35.0395499,מרחבים,1327,exact
694422.46,3439699.97,31.0750082,35.0379558,מרחבים,1331,exact
694882.16,3439308.35,31.0714005,35.0426963,הפסגה,,street
694553.82,3439379.05,31.0720925,35.0392702,הפסגה,1,exact
694591.6,3439380.77,31.0721018,35.0396664,הפסגה,2,exact
694556.52,3439395.89,31.0722439,35.0393018,הפסגה,3,exact
694589.55,3439399.68,31.0722726,35.0396485,הפסגה,4,exact
694555.32,3439413.23,31.0724005,35.0392925,הפסגה,5,exact
694589.01,3439415.59,31.0724162,35.0396459,הפסגה,6,exact
694556.26,3439436.41,31.0726094,35.0393068,הפסגה,7,exact
694591.38,3439457.42,31.072793,35.0396788,הפסגה,10,exact
694566.67,3439471.23,31.0729216,35.0394226,הפסגה,11,exact
694628.88,3439489.95,31.0730801,35.0400779,הפסגה,14,exact
694616.43,3439516.13,31.0733183,35.0399526,הפסגה,17,exact
694686.67,3439478.51,31.0729674,35.0406812,הפסגה,20,exact
694649.9,3439524.98,31.0733925,35.0403049,הפסגה,21,exact
694712.04,3439471.98,31.0729043,35.0409457,הפסגה,22,exact
694687.9,3439519.06,31.0733328,35.0407019,הפסגה,25,exact
694737.19,3439446.5,31.0726704,35.0412043,הפסגה,26,exact
694702.88,3439512.16,31.0732681,35.0408575,הפסגה,27,exact
694751.64,3439435.56,31.0725693,35.0413535,הפסגה,28,exact
694731.6,3439501.27,31.0731652,35.0411562,הפסגה,29,exact
694761.78,3439421.44,31.0724403,35.041457,הפסגה,30,exact
694742.26,3439488.89,31.0730518,35.0412655,הפסגה,31,exact
694760.42,3439477.14,31.0729428,35.0414535,הפסגה,33,exact
694786.85,3439397.96,31.0722244,35.0417151,הפסגה,34,exact
694770.98,3439460.82,31.0727939,35.041561,הפסגה,35,exact
694798.83,3439383.17,31.0720891,35.0418378,הפסגה,36,exact
694781.89,3439445.85,31.0726571,35.0416724,הפסגה,37,exact
694815.33,3439365.78,31.0719295,35.0420073,הפסגה,38,exact
694794.69,3439433.11,31.0725401,35.0418041,הפסגה,39,exact
694824.55,3439349.25,31.0717789,35.0421007,הפסגה,40,exact
694807.96,3439418.81,31.0724089,35.0419403,הפסגה,41,exact
694850.47,3439324.82,31.0715543,35.0423675,הפסגה,44,exact
694840.88,3439390.45,31.0721477,35.0422797,הפסגה,45,exact
694860.67,3439310.1,31.0714199,35.0424716,הפסגה,46,exact
694854.56,3439375.61,31.0720116,35.0424202,הפסגה,47,exact
694874.68,3439295.31,31.0712842,35.0426155,הפסגה,48,exact
694857.71,3439362.86,31.0718961,35.0424507,הפסגה,49,exact
694894.57,3439274.04,31.0710891,35.0428197,הפסגה,50,exact
694908.16,3439255.54,31.07092,35.0429585,הפסגה,52,exact
694881.27,3439333.93,31.0716314,35.042692,הפסגה,53,exact
694896.2,3439319.41,31.071498,35.0428456,הפסגה,55,exact
694933.58,3439223.53,31.0706272,35.0432187,הפסגה,56,exact
694907.55,3439308.71,31.0713996,35.0429624,הפסגה,57,exact
694940.62,3439206.27,31.0704704,35.0432891,הפסגה,58,exact
694921.9,3439295.04,31.0712739,35.0431101,הפסגה,59,exact
694940.06,3439186.46,31.0702918,35.0432794,הפסגה,60,exact
694940.49,3439300.84,31.0713231,35.043306,הפסגה,61,exact
694935.94,3439168.61,31.0701315,35.0432328,הפסגה,62,exact
694965.47,3439307.26,31.0713769,35.0435689,הפסגה,63,exact
694927.51,3439137.68,31.069854,35.0431385,הפסגה,66,exact
695002.69,3439300.42,31.071309,35.0439575,הפסגה,67,exact
694922.68,3439120.01,31.0696955,35.0430845,הפסגה,68,exact
695010.77,3439281.59,31.0711379,35.0440385,הפסגה,69,exact
694924.13,3439102.16,31.0695343,35.0430963,הפסגה,70,exact
695015.56,3439260.24,31.0709446,35.0440846,הפסגה,71,exact
694936.21,3439067.31,31.069218,35.0432161,הפסגה,72,exact
695002.06,3439248.78,31.0708435,35.0439409,הפסגה,73,exact
694944.6,3439050.48,31.0690649,35.0433007,הפסגה,74,exact
694984.57,3439236.32,31.070734,35.0437553,הפסגה,75,exact
694946.17,3439032.62,31.0689036,35.0433137,הפסגה,76,exact
694956.75,3439245.87,31.0708248,35.0434657,הפסגה,77,exact
694945.88,3439017.36,31.068766,35.0433077,הפסגה,78,exact
694950.32,3438985.47,31.0684777,35.0433481,הפסגה,82,exact
694972.16,3439201.2,31.0704194,35.0436185,הפסגה,83,exact
694948.86,3438972.17,31.068358,35.0433302,הפסגה,84,exact
694971.88,3439185.1,31.0702743,35.0436125,הפסגה,85,exact
694947.18,3438956.03,31.0682128,35.0433095,הפסגה,86,exact
694966.24,3439168.56,31.0701261,35.0435502,הפסגה,87,exact
694961.63,3439153.75,31.0699933,35.0434991,הפסגה,89,exact
694942.93,3438921.75,31.0679043,35.0432584,הפסגה,90,exact
694961.44,3439137.87,31.0698501,35.043494,הפסגה,91,exact
694954.49,3439122.39,31.0697117,35.0434182,הפסגה,93,exact
694961.37,3439087.74,31.0693981,35.0434836,הפסגה,97,exact
694970.34,3439075.14,31.069283,35.0435751,הפסגה,99,exact
694975.69,3439060.2,31.0691474,35.0436283,הפסגה,101,exact
694978.1,3439019.4,31.0687791,35.0436457,הפסגה,105,exact
694981.61,3438987.5,31.0684908,35.0436763,הפסגה,109,exact
694979.86,3438972.88,31.0683593,35.0436551,הפסגה,111,exact
694979.47,3438941.45,31.0680759,35.043645,הפסגה,115,exact
694978.92,3438923.68,31.0679158,35.0436358,הפסגה,117,exact
694974,3438909.42,31.067788,35.0435815,הפסגה,119,exact
694764.71,3439333.41,31.071646,35.0414708,המעלה,,street
694664.09,3439407.11,31.0723273,35.0404309,המעלה,2,exact
694702.92,3439425.07,31.0724828,35.0408411,המעלה,3,exact
694684.7,3439400.28,31.0722623,35.0406454,המעלה,4,exact
694717.03,3439413.05,31.0723721,35.0409866,המעלה,5,exact
694697,3439385.7,31.0721288,35.0407715,המעלה,6,exact
694729.45,3439400.86,31.0722601,35.0411144,המעלה,7,exact
694709.77,3439376.01,31.0720393,35.0409034,המעלה,8,exact
694742.63,3439390.98,31.0721688,35.0412505,המעלה,9,exact
694728.19,3439368.43,31.0719679,35.0410949,המעלה,10,exact
694758.19,3439377.21,31.0720421,35.0414109,המעלה,11,exact
694739.1,3439356.49,31.0718584,35.0412069,המעלה,12,exact
694749.43,3439342.19,31.0717277,35.0413124,המעלה,14,exact
694784.58,3439344.75,31.071745,35.0416811,המעלה,15,exact
694797.74,3439332.15,31.0716292,35.0418165,המעלה,17,exact
694805.02,3439283.23,31.0711868,35.0418834,המעלה,18,exact
694808.83,3439317.56,31.0714958,35.0419299,המעלה,19,exact
694816.09,3439269.66,31.0710626,35.0419967,המעלה,20,exact
694832.74,3439292.85,31.071269,35.0421756,המעלה,23,exact
694834.76,3439235.52,31.0707517,35.0421857,המעלה,24,exact
694849.39,3439277.12,31.0711244,35.042347,המעלה,25,exact
694841.52,3439216.71,31.0705809,35.0422529,המעלה,26,exact
694874.84,3439264.08,31.0710026,35.0426111,המעלה,27,exact
694896.77,3439242.4,31.0708034,35.0428367,המעלה,29,exact
694879.42,3439227.99,31.0706764,35.0426521,המעלה,31,exact
694863.63,3439224.83,31.0706505,35.0424861,המעלה,33,exact
694139.73,3439535.07,31.073568,35.0349621,ערוגות,4,exact
694134.85,3439553.61,31.073736,35.0349146,ערוגות,5,exact
694144.58,3439542.86,31.0736374,35.0350144,ערוגות,6,exact
694144.54,3439554.22,31.0737399,35.0350162,ערוגות,7,exact
694154.91,3439544.32,31.0736489,35.0351229,ערוגות,8,exact
694154.75,3439562.77,31.0738153,35.0351248,ערוגות,9,exact
694163.76,3439555.5,31.0737482,35.0352178,ערוגות,10,exact
694174.67,3439557.19,31.0737617,35.0353324,ערוגות,12,exact
694170.08,3439571.59,31.0738923,35.0352871,ערוגות,13,exact
694179.43,3439564.89,31.0738303,35.0353838,ערוגות,14,exact
694175.94,3439581.11,31.0739772,35.0353503,ערוגות,15,exact
694188.45,3439565.64,31.0738356,35.0354784,ערוגות,16,exact
694369.55,3439610.27,31.0742081,35.0373843,הזמיר,135,exact
694393.21,3439620,31.0742919,35.037634,הזמיר,137,street
694230.33,3439612.86,31.0742545,35.0359262,דוכיפת,122,street
694440.34,3439505.43,31.073251,35.0381057,היונה,4,exact
694429.97,3439485.1,31.0730693,35.0379932,היונה,148,street
694441.86,3439411.44,31.0724032,35.0381036,היונה,156,exact
694452.07,3439388.61,31.0721956,35.0382061,היונה,186,exact
694477.24,3439522.49,31.0733987,35.0384956,השלוה,,street
694640.48,3438594.29,31.0650017,35.040027,מילרוד אליעזר,,street
694593.89,3438589.98,31.0649705,35.0395381,מילרוד אליעזר,2,exact
694616.65,3438582.74,31.0649015,35.0397751,מילרוד אליעזר,6,exact
694623.78,3438577.69,31.0648548,35.0398488,מילרוד אליעזר,8,exact
694641.67,3438576.72,31.0648431,35.0400361,מילרוד אליעזר,10,exact
694649.36,3438572.72,31.0648057,35.0401158,מילרוד אליעזר,12,exact
694664.97,3438569.75,31.0647763,35.0402788,מילרוד אליעזר,14,exact
694194.31,3439424.09,31.0725582,35.0355126,נבטים,1,exact
694198.15,3439418.67,31.0725087,35.0355518,נבטים,2,exact
694198.17,3439430.41,31.0726146,35.0355543,נבטים,3,exact
694206.1,3439421.04,31.0725287,35.0356355,נבטים,4,exact
694211.5,3439428.75,31.0725974,35.0356936,נבטים,6,exact
694221.34,3439429.68,31.0726041,35.0357969,נבטים,8,exact
694226.02,3439444.14,31.0727338,35.0358487,נבטים,9,exact
694233.13,3439440.99,31.0727042,35.0359225,נבטים,10,exact
694228.69,3439451.67,31.0728012,35.0358781,נבטים,11,exact
694242.66,3439442.23,31.0727138,35.0360226,נבטים,12,exact
694238.22,3439451.9,31.0728017,35.035978,נבטים,13,exact
694243.62,3439461.15,31.0728842,35.0360363,נבטים,15,exact
693726.32,3439244.89,31.0710196,35.0305755,עלית הנוער,2,street
694071.78,3439139.66,31.0700136,35.0341743,שאול המלך,35,street
693159.14,3438258.17,31.0622153,35.0244451,הסדנה,,street
693254.34,3438288.59,31.062474,35.0254481,הסדנה,1,exact
693217.96,3438266.42,31.06228,35.0250628,הסדנה,7,exact
694820.49,3438712.11,31.0660343,35.0419354,העליה,,street
694641.18,3438738.33,31.0663004,35.040062,העליה,2,exact
694654.67,3438735.48,31.0662725,35.0402028,העליה,4,exact
694660.23,3438729.17,31.0662147,35.0402598,העליה,6,exact
694682.82,3438729.11,31.0662104,35.0404965,העליה,8,exact
694690.65,3438720.67,31.066133,35.0405769,העליה,10,exact
694714.24,3438712.83,31.0660584,35.0408225,העליה,14,exact
694730.67,3438712.37,31.0660515,35.0409945,העליה,16,exact
694758.05,3438703.58,31.0659677,35.0412796,העליה,20,exact
694763.87,3438699.79,31.0659326,35.0413399,העליה,22,exact
694779.63,3438699.13,31.065924,35.0415048,העליה,24,exact
694786.93,3438692.66,31.0658644,35.0415801,העליה,26,exact
694802.8,3438692.58,31.0658611,35.0417463,העליה,28,exact
694808.33,3438686.53,31.0658056,35.041803,העליה,30,exact
694835.94,3438679.04,31.0657335,35.0420908,העליה,34,exact
694858.07,3438673.33,31.0656783,35.0423215,העליה,38,exact
694873.45,3438672.87,31.0656716,35.0424826,העליה,40,exact
694880.61,3438667.93,31.0656259,35.0425566,העליה,42,exact
693713.62,3439867.97,31.0766403,35.0305619,התפוצות,13,street
694710.83,3439217.78,31.0706123,35.040884,הגיא,1,street
694630.37,3439307.32,31.071433,35.0400584,הגיא,2,exact
694608.74,3439287.52,31.0712581,35.039828,הגיא,5,exact
694663.98,3439292.69,31.0712955,35.0404077,הגיא,6,exact
694692.87,3439263.57,31.0710282,35.0407047,הגיא,10,exact
694717.69,3439235.28,31.0707689,35.0409593,הגיא,14,exact
694728.82,3439221.32,31.0706412,35.0410732,הגיא,16,exact
694218.01,3439580.59,31.0739655,35.035791,משעול שלדג,,street
694589.29,3439569.21,31.0738014,35.0396784,דוד אלעזר,,street
