id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,utm_x,utm_y
001027-075520-01007-X,"שד גולדה מאיר 1007, דימונה",דימונה,שד גולדה מאיר,1007,,8605826,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01007-א,"שד גולדה מאיר 1007א, דימונה",דימונה,שד גולדה מאיר,1007,א,8605827,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01007-ד,"שד גולדה מאיר 1007ד, דימונה",דימונה,שד גולדה מאיר,1007,ד,8605830,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01007-ה,"שד גולדה מאיר 1007ה, דימונה",דימונה,שד גולדה מאיר,1007,ה,8605831,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01020-X,"שד גולדה מאיר 1020, דימונה",דימונה,שד גולדה מאיר,1020,,8605832,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01020-א,"שד גולדה מאיר 1020א, דימונה",דימונה,שד גולדה מאיר,1020,א,8605833,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01020-ב,"שד גולדה מאיר 1020ב, דימונה",דימונה,שד גולדה מאיר,1020,ב,8605834,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01020-ג,"שד גולדה מאיר 1020ג, דימונה",דימונה,שד גולדה מאיר,1020,ג,8605835,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01020-ד,"שד גולדה מאיר 1020ד, דימונה",דימונה,שד גולדה מאיר,1020,ד,8605836,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01021-ב,"שד גולדה מאיר 1021ב, דימונה",דימונה,שד גולדה מאיר,1021,ב,8605839,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01021-ה,"שד גולדה מאיר 1021ה, דימונה",דימונה,שד גולדה מאיר,1021,ה,8605842,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01022-X,"שד גולדה מאיר 1022, דימונה",דימונה,שד גולדה מאיר,1022,,8605844,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01022-א,"שד גולדה מאיר 1022א, דימונה",דימונה,שד גולדה מאיר,1022,א,8605845,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01022-ג,"שד גולדה מאיר 1022ג, דימונה",דימונה,שד גולדה מאיר,1022,ג,8605847,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01022-ד,"שד גולדה מאיר 1022ד, דימונה",דימונה,שד גולדה מאיר,1022,ד,8605848,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01022-ה,"שד גולדה מאיר 1022ה, דימונה",דימונה,שד גולדה מאיר,1022,ה,8605849,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01022-ו,"שד גולדה מאיר 1022ו, דימונה",דימונה,שד גולדה מאיר,1022,ו,8605850,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01023-X,"שד גולדה מאיר 1023, דימונה",דימונה,שד גולדה מאיר,1023,,8605852,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01023-א,"שד גולדה מאיר 1023א, דימונה",דימונה,שד גולדה מאיר,1023,א,8605853,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01023-ב,"שד גולדה מאיר 1023ב, דימונה",דימונה,שד גולדה מאיר,1023,ב,8605854,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01023-ג,"שד גולדה מאיר 1023ג, דימונה",דימונה,שד גולדה מאיר,1023,ג,8605855,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01023-ד,"שד גולדה מאיר 1023ד, דימונה",דימונה,שד גולדה מאיר,1023,ד,8605856,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01033-X,"שד גולדה מאיר 1033, דימונה",דימונה,שד גולדה מאיר,1033,,8605857,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01033-א,"שד גולדה מאיר 1033א, דימונה",דימונה,שד גולדה מאיר,1033,א,8605858,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01033-ב,"שד גולדה מאיר 1033ב, דימונה",דימונה,שד גולדה מאיר,1033,ב,8605859,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01033-ג,"שד גולדה מאיר 1033ג, דימונה",דימונה,שד גולדה מאיר,1033,ג,8605860,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01033-ד,"שד גולדה מאיר 1033ד, דימונה",דימונה,שד גולדה מאיר,1033,ד,8605861,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-01034-X,"שד גולדה מאיר 1034, דימונה",דימונה,שד גולדה מאיר,1034,,8605862,exact,202946.47,553619.45,693803.35,3439539.96
001027-075520-01034-א,"שד גולדה מאיר 1034א, דימונה",דימונה,שד גולדה מאיר,1034,א,8605863,exact,202946.47,553619.45,693803.35,3439539.96
001027-075520-01034-ב,"שד גולדה מאיר 1034ב, דימונה",דימונה,שד גולדה מאיר,1034,ב,8605864,exact,202946.47,553619.45,693803.35,3439539.96
001027-075520-01034-ג,"שד גולדה מאיר 1034ג, דימונה",דימונה,שד גולדה מאיר,1034,ג,8605865,exact,202946.47,553619.45,693803.35,3439539.96
001027-075520-01034-ד,"שד גולדה מאיר 1034ד, דימונה",דימונה,שד גולדה מאיר,1034,ד,8605866,exact,202946.47,553619.45,693803.35,3439539.96
001027-075520-01034-ה,"שד גולדה מאיר 1034ה, דימונה",דימונה,שד גולדה מאיר,1034,ה,8605867,exact,202946.47,553619.45,693803.35,3439539.96
001027-075520-01034-ו,"שד גולדה מאיר 1034ו, דימונה",דימונה,שד גולדה מאיר,1034,ו,8605868,exact,202946.47,553619.45,693803.35,3439539.96
001027-075520-04021-א,"שד גולדה מאיר 4021א, דימונה",דימונה,שד גולדה מאיר,4021,א,8605870,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-04021-ב,"שד גולדה מאיר 4021ב, דימונה",דימונה,שד גולדה מאיר,4021,ב,8605871,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-04021-ג,"שד גולדה מאיר 4021ג, דימונה",דימונה,שד גולדה מאיר,4021,ג,8605872,street,202958.41,553726.62,693813.16,3439647.35
001027-075520-04021-ה,"שד גולדה מאיר 4021ה, דימונה",דימונה,שד גולדה מאיר,4021,ה,8605874,street,202958.41,553726.62,693813.16,3439647.35
001027-075677-00006-X,"השבלים 6, דימונה",דימונה,השבלים,6,,8603101,exact,202842.00,552481.74,693721.49,3438400.35
001027-075677-00062-X,"השבלים 62, דימונה",דימונה,השבלים,62,,8603174,exact,202548.82,552487.81,693428.24,3438400.59
001027-075677-00325-X,"השבלים 325, דימונה",דימונה,השבלים,325,,8602751,street,202629.69,552490.53,693509.04,3438404.91
001027-075677-00327-X,"השבלים 327, דימונה",דימונה,השבלים,327,,8602752,street,202629.69,552490.53,693509.04,3438404.91
