id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,lat,lon,utm_x,utm_y,osm_status,osm_lat,osm_lon,osm_utm_x,osm_utm_y,utm_diff_m
001027-075069-00525-X,"ההדס 525, דימונה",דימונה,ההדס,525,,8602841,street,202812.20,552635.35,31.064790,35.030048,693688.65,3438553.34,OK,31.065160,35.030080,693690.90,3438594.46,41.18
001027-075069-00526-X,"ההדס 526, דימונה",דימונה,ההדס,526,,8602842,street,202812.20,552635.35,31.064790,35.030048,693688.65,3438553.34,OK,31.065160,35.030080,693690.90,3438594.46,41.18
001027-075069-00530-X,"ההדס 530, דימונה",דימונה,ההדס,530,,8602843,street,202812.20,552635.35,31.064790,35.030048,693688.65,3438553.34,OK,31.065160,35.030080,693690.90,3438594.46,41.18
001027-075069-00531-X,"ההדס 531, דימונה",דימונה,ההדס,531,,8602844,street,202812.20,552635.35,31.064790,35.030048,693688.65,3438553.34,OK,31.065160,35.030080,693690.90,3438594.46,41.18
001027-075520-00000-X,"שד גולדה מאיר, דימונה",דימונה,שד גולדה מאיר,,,8605800,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-00149-X,"שד גולדה מאיר 149, דימונה",דימונה,שד גולדה מאיר,149,,8605887,exact,202919.22,553876.87,31.075989,35.031149,693771.00,3439796.80,OK,31.068233,35.032140,693881.27,3438938.70,865.15
001027-075520-01001-X,"שד גולדה מאיר 1001, דימונה",דימונה,שד גולדה מאיר,1001,,8605801,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068478,35.031884,693856.34,3438965.42,683.30
001027-075520-01001-ב,"שד גולדה מאיר 1001ב, דימונה",דימונה,שד גולדה מאיר,1001,ב,8605803,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01002-א,"שד גולדה מאיר 1002א, דימונה",דימונה,שד גולדה מאיר,1002,א,8605805,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01002-ג,"שד גולדה מאיר 1002ג, דימונה",דימונה,שד גולדה מאיר,1002,ג,8605807,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01003-א,"שד גולדה מאיר 1003א, דימונה",דימונה,שד גולדה מאיר,1003,א,8605810,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01004-X,"שד גולדה מאיר 1004, דימונה",דימונה,שד גולדה מאיר,1004,,8605814,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-01004-א,"שד גולדה מאיר 1004א, דימונה",דימונה,שד גולדה מאיר,1004,א,8605815,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01004-ג,"שד גולדה מאיר 1004ג, דימונה",דימונה,שד גולדה מאיר,1004,ג,8605817,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01005-X,"שד גולדה מאיר 1005, דימונה",דימונה,שד גולדה מאיר,1005,,8605818,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-01005-א,"שד גולדה מאיר 1005א, דימונה",דימונה,שד גולדה מאיר,1005,א,8605819,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01006-X,"שד גולדה מאיר 1006, דימונה",דימונה,שד גולדה מאיר,1006,,8605822,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-01006-א,"שד גולדה מאיר 1006א, דימונה",דימונה,שד גולדה מאיר,1006,א,8605823,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01006-ב,"שד גולדה מאיר 1006ב, דימונה",דימונה,שד גולדה מאיר,1006,ב,8605824,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01007-X,"שד גולדה מאיר 1007, דימונה",דימונה,שד גולדה מאיר,1007,,8605826,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-01007-א,"שד גולדה מאיר 1007א, דימונה",דימונה,שד גולדה מאיר,1007,א,8605827,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01007-ד,"שד גולדה מאיר 1007ד, דימונה",דימונה,שד גולדה מאיר,1007,ד,8605830,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01007-ה,"שד גולדה מאיר 1007ה, דימונה",דימונה,שד גולדה מאיר,1007,ה,8605831,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01020-X,"שד גולדה מאיר 1020, דימונה",דימונה,שד גולדה מאיר,1020,,8605832,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068478,35.031884,693856.34,3438965.42,683.30
001027-075520-01020-א,"שד גולדה מאיר 1020א, דימונה",דימונה,שד גולדה מאיר,1020,א,8605833,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01020-ב,"שד גולדה מאיר 1020ב, דימונה",דימונה,שד גולדה מאיר,1020,ב,8605834,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01020-ג,"שד גולדה מאיר 1020ג, דימונה",דימונה,שד גולדה מאיר,1020,ג,8605835,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01020-ד,"שד גולדה מאיר 1020ד, דימונה",דימונה,שד גולדה מאיר,1020,ד,8605836,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01021-ב,"שד גולדה מאיר 1021ב, דימונה",דימונה,שד גולדה מאיר,1021,ב,8605839,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01021-ה,"שד גולדה מאיר 1021ה, דימונה",דימונה,שד גולדה מאיר,1021,ה,8605842,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01022-X,"שד גולדה מאיר 1022, דימונה",דימונה,שד גולדה מאיר,1022,,8605844,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-01022-א,"שד גולדה מאיר 1022א, דימונה",דימונה,שד גולדה מאיר,1022,א,8605845,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01022-ג,"שד גולדה מאיר 1022ג, דימונה",דימונה,שד גולדה מאיר,1022,ג,8605847,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01022-ד,"שד גולדה מאיר 1022ד, דימונה",דימונה,שד גולדה מאיר,1022,ד,8605848,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01022-ה,"שד גולדה מאיר 1022ה, דימונה",דימונה,שד גולדה מאיר,1022,ה,8605849,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01022-ו,"שד גולדה מאיר 1022ו, דימונה",דימונה,שד גולדה מאיר,1022,ו,8605850,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01023-X,"שד גולדה מאיר 1023, דימונה",דימונה,שד גולדה מאיר,1023,,8605852,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-01023-א,"שד גולדה מאיר 1023א, דימונה",דימונה,שד גולדה מאיר,1023,א,8605853,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01023-ב,"שד גולדה מאיר 1023ב, דימונה",דימונה,שד גולדה מאיר,1023,ב,8605854,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01023-ג,"שד גולדה מאיר 1023ג, דימונה",דימונה,שד גולדה מאיר,1023,ג,8605855,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01023-ד,"שד גולדה מאיר 1023ד, דימונה",דימונה,שד גולדה מאיר,1023,ד,8605856,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01033-X,"שד גולדה מאיר 1033, דימונה",דימונה,שד גולדה מאיר,1033,,8605857,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,OK,31.068233,35.032140,693881.27,3438938.70,711.91
001027-075520-01033-א,"שד גולדה מאיר 1033א, דימונה",דימונה,שד גולדה מאיר,1033,א,8605858,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01033-ב,"שד גולדה מאיר 1033ב, דימונה",דימונה,שד גולדה מאיר,1033,ב,8605859,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01033-ג,"שד גולדה מאיר 1033ג, דימונה",דימונה,שד גולדה מאיר,1033,ג,8605860,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01033-ד,"שד גולדה מאיר 1033ד, דימונה",דימונה,שד גולדה מאיר,1033,ד,8605861,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01034-X,"שד גולדה מאיר 1034, דימונה",דימונה,שד גולדה מאיר,1034,,8605862,exact,202946.47,553619.45,31.073668,35.031439,693803.35,3439539.96,OK,31.068478,35.031884,693856.34,3438965.42,576.98
001027-075520-01034-א,"שד גולדה מאיר 1034א, דימונה",דימונה,שד גולדה מאיר,1034,א,8605863,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-01034-ב,"שד גולדה מאיר 1034ב, דימונה",דימונה,שד גולדה מאיר,1034,ב,8605864,exact,202946.47,553619.45,31.073668,35.031439,693803.35,3439539.96,ZERO_RESULTS,,,,,
001027-075520-01034-ג,"שד גולדה מאיר 1034ג, דימונה",דימונה,שד גולדה מאיר,1034,ג,8605865,exact,202946.47,553619.45,31.073668,35.031439,693803.35,3439539.96,ZERO_RESULTS,,,,,
001027-075520-01034-ד,"שד גולדה מאיר 1034ד, דימונה",דימונה,שד גולדה מאיר,1034,ד,8605866,exact,202946.47,553619.45,31.073668,35.031439,693803.35,3439539.96,ZERO_RESULTS,,,,,
001027-075520-01034-ה,"שד גולדה מאיר 1034ה, דימונה",דימונה,שד גולדה מאיר,1034,ה,8605867,exact,202946.47,553619.45,31.073668,35.031439,693803.35,3439539.96,ZERO_RESULTS,,,,,
001027-075520-01034-ו,"שד גולדה מאיר 1034ו, דימונה",דימונה,שד גולדה מאיר,1034,ו,8605868,exact,202946.47,553619.45,31.073668,35.031439,693803.35,3439539.96,ZERO_RESULTS,,,,,
001027-075520-04021-א,"שד גולדה מאיר 4021א, דימונה",דימונה,שד גולדה מאיר,4021,א,8605870,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-04021-ב,"שד גולדה מאיר 4021ב, דימונה",דימונה,שד גולדה מאיר,4021,ב,8605871,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-04021-ג,"שד גולדה מאיר 4021ג, דימונה",דימונה,שד גולדה מאיר,4021,ג,8605872,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075520-04021-ה,"שד גולדה מאיר 4021ה, דימונה",דימונה,שד גולדה מאיר,4021,ה,8605874,street,202958.41,553726.62,31.074634,35.031562,693813.16,3439647.35,ZERO_RESULTS,,,,,
001027-075677-00006-X,"השבלים 6, דימונה",דימונה,השבלים,6,,8603101,exact,202842.00,552481.74,31.063405,35.030363,693721.49,3438400.35,ZERO_RESULTS,,,,,
001027-075677-00062-X,"השבלים 62, דימונה",דימונה,השבלים,62,,8603174,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00325-X,"השבלים 325, דימונה",דימונה,השבלים,325,,8602751,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00327-X,"השבלים 327, דימונה",דימונה,השבלים,327,,8602752,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00329-X,"השבלים 329, דימונה",דימונה,השבלים,329,,8602753,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00331-X,"השבלים 331, דימונה",דימונה,השבלים,331,,8602754,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00333-X,"השבלים 333, דימונה",דימונה,השבלים,333,,8602755,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00335-X,"השבלים 335, דימונה",דימונה,השבלים,335,,8602756,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00337-X,"השבלים 337, דימונה",דימונה,השבלים,337,,8602757,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00339-X,"השבלים 339, דימונה",דימונה,השבלים,339,,8602758,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00341-X,"השבלים 341, דימונה",דימונה,השבלים,341,,8602759,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00343-X,"השבלים 343, דימונה",דימונה,השבלים,343,,8602760,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00345-X,"השבלים 345, דימונה",דימונה,השבלים,345,,8602761,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00347-X,"השבלים 347, דימונה",דימונה,השבלים,347,,8602762,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00349-X,"השבלים 349, דימונה",דימונה,השבלים,349,,8602763,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00353-X,"השבלים 353, דימונה",דימונה,השבלים,353,,8602765,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00355-X,"השבלים 355, דימונה",דימונה,השבלים,355,,8602766,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00357-X,"השבלים 357, דימונה",דימונה,השבלים,357,,8602767,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00359-X,"השבלים 359, דימונה",דימונה,השבלים,359,,8602768,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00363-X,"השבלים 363, דימונה",דימונה,השבלים,363,,8602770,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00367-X,"השבלים 367, דימונה",דימונה,השבלים,367,,8602772,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00371-X,"השבלים 371, דימונה",דימונה,השבלים,371,,8602774,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00373-X,"השבלים 373, דימונה",דימונה,השבלים,373,,8602775,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00377-X,"השבלים 377, דימונה",דימונה,השבלים,377,,8602777,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00379-X,"השבלים 379, דימונה",דימונה,השבלים,379,,8602778,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00387-X,"השבלים 387, דימונה",דימונה,השבלים,387,,8602782,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00389-X,"השבלים 389, דימונה",דימונה,השבלים,389,,8602783,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00391-X,"השבלים 391, דימונה",דימונה,השבלים,391,,8602784,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00393-X,"השבלים 393, דימונה",דימונה,השבלים,393,,8602785,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00397-X,"השבלים 397, דימונה",דימונה,השבלים,397,,8602787,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00399-X,"השבלים 399, דימונה",דימונה,השבלים,399,,8602788,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00401-X,"השבלים 401, דימונה",דימונה,השבלים,401,,8602789,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00403-X,"השבלים 403, דימונה",דימונה,השבלים,403,,8602790,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075677-00407-X,"השבלים 407, דימונה",דימונה,השבלים,407,,8602792,street,202629.69,552490.53,31.063481,35.028138,693509.04,3438404.91,ZERO_RESULTS,,,,,
001027-075911-00002-X,"הרימון 2, דימונה",דימונה,הרימון,2,,8602845,exact,202651.60,552570.26,31.064200,35.028367,693529.36,3438485.07,OK,31.063935,35.026963,693395.96,3438453.16,137.16
001027-075911-00004-X,"הרימון 4, דימונה",דימונה,הרימון,4,,8602846,exact,202646.34,552564.82,31.064151,35.028312,693524.21,3438479.52,OK,31.063935,35.026963,693395.96,3438453.16,130.93
001027-075911-00006-X,"הרימון 6, דימונה",דימונה,הרימון,6,,8602847,exact,202626.16,552562.31,31.064128,35.028100,693504.08,3438476.62,OK,31.063935,35.026963,693395.96,3438453.16,110.63
001027-075911-00007-X,"הרימון 7, דימונה",דימונה,הרימון,7,,8602848,exact,202562.58,552536.46,31.063894,35.027434,693441.03,3438449.50,OK,31.063935,35.026963,693395.96,3438453.16,45.21
001027-075911-00008-X,"הרימון 8, דימונה",דימונה,הרימון,8,,8602849,exact,202617.32,552566.29,31.064164,35.028008,693495.17,3438480.42,OK,31.063935,35.026963,693395.96,3438453.16,102.89
001027-075911-00010-X,"הרימון 10, דימונה",דימונה,הרימון,10,,8602851,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00011-X,"הרימון 11, דימונה",דימונה,הרימון,11,,8602852,exact,202526.39,552527.99,31.063817,35.027055,693405.01,3438440.32,OK,31.063935,35.026963,693395.96,3438453.16,15.71
001027-075911-00013-X,"הרימון 13, דימונה",דימונה,הרימון,13,,8602854,exact,202507.40,552524.18,31.063783,35.026857,693386.10,3438436.13,OK,31.063935,35.026963,693395.96,3438453.16,19.68
001027-075911-00014-X,"הרימון 14, דימונה",דימונה,הרימון,14,,8602855,exact,202576.77,552566.23,31.064163,35.027583,693454.62,3438479.55,OK,31.063935,35.026963,693395.96,3438453.16,64.32
001027-075911-00015-X,"הרימון 15, דימונה",דימונה,הרימון,15,,8602856,exact,202491.35,552519.39,31.063739,35.026688,693370.15,3438431.02,OK,31.063935,35.026963,693395.96,3438453.16,34.01
001027-075911-00016-X,"הרימון 16, דימונה",דימונה,הרימון,16,,8602857,exact,202556.49,552562.79,31.064132,35.027370,693434.42,3438475.71,OK,31.063935,35.026963,693395.96,3438453.16,44.58
001027-075911-00019-X,"הרימון 19, דימונה",דימונה,הרימון,19,,8602860,exact,202441.11,552497.50,31.063541,35.026162,693320.35,3438408.14,OK,31.063935,35.026963,693395.96,3438453.16,88.00
001027-075911-00020-X,"הרימון 20, דימונה",דימונה,הרימון,20,,8602861,exact,202522.22,552554.62,31.064058,35.027011,693400.31,3438466.86,OK,31.063935,35.026963,693395.96,3438453.16,14.37
001027-075911-00021-X,"הרימון 21, דימונה",דימונה,הרימון,21,,8602862,exact,202421.13,552493.75,31.063507,35.025953,693300.45,3438404.00,OK,31.063935,35.026963,693395.96,3438453.16,107.42
001027-075911-00022-X,"הרימון 22, דימונה",דימונה,הרימון,22,,8602863,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00023-X,"הרימון 23, דימונה",דימונה,הרימון,23,,8602864,exact,202401.25,552490.11,31.063474,35.025745,693280.64,3438399.97,OK,31.063935,35.026963,693395.96,3438453.16,127.00
001027-075911-00024-X,"הרימון 24, דימונה",דימונה,הרימון,24,,8602865,exact,202489.92,552544.76,31.063968,35.026673,693368.21,3438456.37,OK,31.063935,35.026963,693395.96,3438453.16,27.93
001027-075911-00026-X,"הרימון 26, דימונה",דימונה,הרימון,26,,8602866,exact,202480.30,552536.94,31.063897,35.026572,693358.74,3438448.36,OK,31.063935,35.026963,693395.96,3438453.16,37.52
001027-075911-00032-X,"הרימון 32, דימונה",דימונה,הרימון,32,,8602868,exact,202423.45,552527.10,31.063808,35.025977,693302.10,3438437.39,OK,31.063935,35.026963,693395.96,3438453.16,95.17
001027-075911-00034-X,"הרימון 34, דימונה",דימונה,הרימון,34,,8602869,exact,202409.17,552519.98,31.063743,35.025827,693287.97,3438429.99,OK,31.063935,35.026963,693395.96,3438453.16,110.45
001027-075911-00036-X,"הרימון 36, דימונה",דימונה,הרימון,36,,8602870,exact,202392.75,552518.14,31.063727,35.025655,693271.59,3438427.82,OK,31.063935,35.026963,693395.96,3438453.16,126.93
001027-075911-00266-X,"הרימון 266, דימונה",דימונה,הרימון,266,,8602871,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00268-X,"הרימון 268, דימונה",דימונה,הרימון,268,,8602872,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00270-X,"הרימון 270, דימונה",דימונה,הרימון,270,,8602873,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00274-X,"הרימון 274, דימונה",דימונה,הרימון,274,,8602875,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00276-X,"הרימון 276, דימונה",דימונה,הרימון,276,,8602876,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00278-X,"הרימון 278, דימונה",דימונה,הרימון,278,,8602877,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00286-X,"הרימון 286, דימונה",דימונה,הרימון,286,,8602881,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00288-X,"הרימון 288, דימונה",דימונה,הרימון,288,,8602882,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00294-X,"הרימון 294, דימונה",דימונה,הרימון,294,,8602885,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00298-X,"הרימון 298, דימונה",דימונה,הרימון,298,,8602887,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00299-X,"הרימון 299, דימונה",דימונה,הרימון,299,,8602888,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00302-X,"הרימון 302, דימונה",דימונה,הרימון,302,,8602891,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00303-X,"הרימון 303, דימונה",דימונה,הרימון,303,,8602892,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00304-X,"הרימון 304, דימונה",דימונה,הרימון,304,,8602893,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00305-X,"הרימון 305, דימונה",דימונה,הרימון,305,,8602894,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00306-X,"הרימון 306, דימונה",דימונה,הרימון,306,,8602895,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00307-X,"הרימון 307, דימונה",דימונה,הרימון,307,,8602896,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00308-X,"הרימון 308, דימונה",דימונה,הרימון,308,,8602897,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00310-X,"הרימון 310, דימונה",דימונה,הרימון,310,,8602899,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00311-X,"הרימון 311, דימונה",דימונה,הרימון,311,,8610501,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00312-X,"הרימון 312, דימונה",דימונה,הרימון,312,,8610502,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00313-X,"הרימון 313, דימונה",דימונה,הרימון,313,,8610503,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00314-X,"הרימון 314, דימונה",דימונה,הרימון,314,,8610504,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00315-X,"הרימון 315, דימונה",דימונה,הרימון,315,,8610505,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00317-X,"הרימון 317, דימונה",דימונה,הרימון,317,,8610507,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00318-X,"הרימון 318, דימונה",דימונה,הרימון,318,,8610508,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00319-X,"הרימון 319, דימונה",דימונה,הרימון,319,,8610509,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00320-X,"הרימון 320, דימונה",דימונה,הרימון,320,,8610510,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00321-X,"הרימון 321, דימונה",דימונה,הרימון,321,,8610511,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00322-X,"הרימון 322, דימונה",דימונה,הרימון,322,,8610512,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00326-X,"הרימון 326, דימונה",דימונה,הרימון,326,,8610515,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00328-X,"הרימון 328, דימונה",דימונה,הרימון,328,,8610516,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
001027-075911-00330-X,"הרימון 330, דימונה",דימונה,הרימון,330,,8610517,none,,,,,,,OK,31.063935,35.026963,693395.96,3438453.16,
